ID	Cele.CC1.wo.FLT.Rep1	Cele.CC1.wo.FLT.Rep2	Cele.CC1.wo.FLT.Rep3	Cele.CC1.wo.GC.Rep1	Cele.CC1.wo.GC.Rep2	Cele.CC1.wo.GC.Rep3
186370_at	3.67836789421607	3.69483877622719	3.76412692717752	3.55465952907489	3.62757559417755	3.63032328556246
186371_at	3.21937657212799	3.24587610327384	3.11316709299896	3.18112317525716	3.06166821227248	3.14930668830836
186372_at	4.70061378452998	4.34403286641087	4.45222675396732	4.84290650202516	4.70875811430434	4.75722779254039
186373_at	4.40398400909375	4.47816357868671	4.61894301930569	4.38959541506301	4.55675922745423	4.73889292793322
186374_at	3.98827607668943	4.30081624406628	4.50430035927665	4.40449519139658	4.98828392474039	4.65311534965104
186375_at	3.2214979685043	3.46732673993183	3.57095715562476	3.30287713857985	3.41946650265032	3.74760609215709
186376_at	6.09223513656689	6.0521327465283	6.23542488988697	5.79054216659423	5.91106518777579	5.82006190926623
186377_at	8.43113669028133	8.14524221281595	8.05790367951841	7.31826639106734	7.39547233033502	7.46482909278506
186378_at	5.31521947898755	5.38692079549165	5.30316321136282	5.39005949030888	5.45568748899344	5.6213170270174
186379_at	5.1383097277289	5.15686266529527	5.16435690302542	4.57926660518468	4.34450528438625	4.71859358792529
186380_at	4.75639861611297	4.7299014816801	4.94199600361746	4.85174531384717	5.11159058959822	5.09637407429477
186381_at	6.16452044697791	5.36647038727665	5.46970152708838	5.96780651104295	6.04405406052187	5.52593579238833
186382_at	3.82404285196238	3.78951704758841	3.92563341649727	3.79111795315804	4.15008250606294	3.79340570165968
186383_at	8.58425547435452	8.91218615451507	8.84971909071601	10.3585678232923	10.3667882789839	10.5874276334637
186384_s_at	3.66381278849031	4.01706168947642	3.92345357370985	3.74810330908741	4.16278199179826	4.00819143202061
186385_at	7.75755465008574	7.48344062208935	7.41115397055293	7.34513509266472	7.0881741749728	7.25577482084322
186386_s_at	8.38849812652466	7.50113927946496	7.57253808178665	8.59806162405299	8.0037480947509	7.44421905063483
186387_at	8.07382702224647	8.86639245754166	9.21985458351388	8.18161831585808	8.20170662406582	9.13224368719715
186388_s_at	6.58828022112829	6.7521288248687	6.85362780193272	7.07188165040212	6.81289108681224	7.17506184825663
186389_at	6.35218806348019	6.34326849115798	6.41153840409137	5.2957326023155	5.01363973122792	4.99980229052997
186390_at	7.93654216926178	7.19943144478768	7.45296543958141	7.8462537042904	7.6303884104778	7.00897941841382
186391_s_at	7.53083747700887	6.14600609659853	6.2354494006141	6.80676225203907	5.71476866216781	5.5882445560117
186392_at	4.69087324913157	4.81440642112146	4.73109521370397	4.84762320227671	4.97343245922505	5.02050114868787
186393_at	4.12396392369743	4.43040196334276	4.47730496864954	4.51521488449236	4.68340007663284	4.47730496864954
186394_s_at	9.67611955810389	8.51632589480873	8.45598861974466	9.51345805543897	9.18469109068359	8.72770750685233
186395_at	3.03891612744334	3.05598780798328	3.11316709299896	3.05938232907309	2.97753746813083	3.11435763977998
186396_at	3.00574249285079	2.88440290970736	3.01536220348566	3.00816493288844	2.97508669057766	3.00816493288844
186397_at	4.3998372956943	4.77086424784134	4.92671053873766	4.91660863592264	5.1940174749396	5.12447765000321
186398_at	5.92601858440569	5.96147744206216	5.71036776626204	5.67533882529453	5.87813952811844	5.95404977168926
186399_at	6.99775700295574	6.52853182239768	6.51656129288702	6.47654807953173	5.89958484382897	6.14012400852599
186400_s_at	9.20672348873742	9.40899795645356	9.43167116825506	9.13694526456091	9.0169950673135	9.30579250929675
186401_at	5.25410710731367	5.30498635576548	5.54816510763797	5.55463623061675	5.52355591264623	5.43256295769298
186402_at	4.89281472051143	4.91716609187826	4.97489373602759	5.41618986244036	5.5305177473913	5.5882445560117
186403_at	3.51429142637754	3.48152755340698	3.46317130330452	3.52528267478695	3.40975403514613	3.52937917157896
186404_at	6.82175698893452	7.02558893292867	7.29345216616016	7.39586136552119	7.42356244363484	7.30558187664161
186405_at	5.88263743962625	5.76041921854107	5.98376430118538	6.52935557190824	6.40217979555538	6.32190982938137
186406_at	3.63440011295551	3.48034366783956	3.68085003511252	3.63227765274666	3.62475884692001	3.86299314280222
186407_at	4.32119041569284	4.49741613321986	4.47867702589214	4.49956507814177	4.55860501679089	4.76647373032176
186408_at	6.09019338446601	6.39592720025776	6.45516121562956	6.47813796252659	6.29314108269169	6.67474588777106
186409_at	4.26646295406366	5.13036817539713	4.98233703108662	4.97416506332635	5.17736335759612	5.07395372912306
186410_at	3.63254993115307	3.64411393808309	3.64371057839465	3.49452978654774	3.99165386704843	3.58720063918519
186411_at	7.92387237749514	7.54329273682198	7.73582566907288	8.32425920902867	8.22483687950428	8.05478406299189
186412_at	5.04909860288874	4.96290854184298	4.80597171070793	4.48576024022702	4.52085281757427	4.11969937872182
186413_at	4.77938867082562	4.64872809897146	4.47655549763823	4.64037363518796	4.68941968385855	4.5506522712587
186414_s_at	8.15906341241869	8.20315614797806	8.2401611527005	7.79361849353288	7.70263725295518	7.93139333757705
186415_at	4.47688255872672	4.74024480569913	4.729719858945	4.85931472615684	5.05248526741498	4.94803953977129
186416_at	3.93101504895711	4.29318592025438	3.96931935925636	4.22842572456593	4.11778547501205	4.38761852160961
186417_at	6.70821955712689	6.17544921723966	6.29860445933279	7.39788981711336	6.96795848567065	6.75285052032857
186418_at	7.2402347737759	6.96319242308354	7.14470336047951	6.91550285716089	7.0641080054962	6.66100151648027
186419_at	5.09262495081263	5.72958690019718	5.30884137227065	4.80593030635242	5.06965546885149	4.92762940024991
186420_at	5.49485212827543	5.53727976777086	5.59225931001615	5.76956401940364	5.45532846566236	5.84371974173713
186421_at	9.60169416811685	9.56952884843079	9.55579216383068	9.25904920211763	9.61236265421947	9.83901266570213
186422_at	3.56320191065016	3.86672616323229	3.7406988690481	3.43457381911327	3.44439104867906	3.55409619077887
186423_at	4.81224104579768	4.85845365892196	4.78449032233355	4.954342227905	5.074737877706	5.07997403608686
186424_at	3.84727057100724	4.0069301492504	3.97414622750218	4.081136375036	4.13185547949458	4.14256286695336
186425_at	4.00132884459086	3.98868068795809	4.27790168046749	3.8593873823292	4.00918383615913	3.74884684561567
186426_at	6.15588061700327	6.16070972829452	6.25545771745418	5.89859394403587	5.89702661138071	6.05433805291565
186427_at	7.28446623828725	7.35157461405382	7.39832292658147	7.04859916832823	6.82113818289117	7.56720656744732
186428_at	3.44709974648853	3.51821147704935	3.132866864062	3.26038151972295	2.87193830352837	3.14164726202392
186429_at	2.75637601807873	2.93656879426881	2.82308383467242	2.83540247699028	3.02232368602922	2.90789624054945
186430_at	3.51515058924905	3.50563128641994	3.71563666190139	3.35552611318358	3.22411157269057	3.60380962000427
186431_at	2.99366293468525	2.94995850308721	3.04185241020791	3.03799748497297	3.13269449717475	2.99341596454018
186432_at	7.07410485436159	7.01439840775239	6.86664565712453	6.1969732727332	6.14352948739286	6.23027256728404
186433_at	4.59685586268596	4.76198174929901	4.85543955732359	4.75639444634877	5.01218210193798	5.07651980714781
186434_at	4.12921444987177	4.00741121247066	4.16007360300709	4.03733986295895	3.93147951060116	4.08577235242973
186435_at	4.0497985285201	4.41950913500827	4.47361926000032	4.52212370763204	4.60442076439693	4.39828063647865
186436_at	6.82548766877259	6.13671598618143	5.94778797521531	5.7631009054893	5.59212945750547	5.48539999619144
186437_at	4.0606992433669	4.21087556568796	4.30110698383778	3.58346634006785	3.66928513538273	3.73872923584699
186438_s_at	7.456638859833	6.89758480725068	7.02665720810762	6.69418388840602	6.50263983789479	6.36917845738958
186439_at	4.72755504131835	4.73980264999238	4.80097637741434	4.54169060698072	4.43274779814642	4.58538980482292
186440_at	4.07179736721842	3.88336169489807	3.88336169489807	4.0158360437265	3.84432898742402	3.85954028489599
186441_at	3.58897654281407	3.66633496872753	3.58788270017548	3.54760799685671	3.92263778201454	3.79848957358972
186442_s_at	7.56466069018072	7.55120989364077	7.45289610970088	7.21456016802466	7.23474143389325	7.23287882182688
186443_at	7.48655023100725	6.6663679326476	6.97196673033253	5.16974567360082	5.08208026774313	5.31194329360671
186444_s_at	9.81426266660057	9.76254910674164	9.90484757262256	10.3847991413589	10.0721108051389	10.3500279494242
186445_at	3.55992452933937	3.79303270740298	3.39166538052648	3.66949519282811	3.85827413678516	3.92518133180877
186446_at	9.61239318779188	9.05468563942835	9.00426382994837	9.60768115681525	9.48337375866186	9.11690761446105
186447_at	4.64660439698459	5.02871800431811	4.83804169854894	4.88532834692573	5.34116875329634	5.2369143996884
186448_at	8.11859975345662	7.92867320234652	7.70332016567881	7.70864960480998	7.31425515861687	7.48169921199628
186449_at	6.73482759747665	6.37469654430302	6.44505894710742	5.81440524995074	5.80186824824616	5.98111690477634
186450_at	3.48583367218259	3.4696971369668	3.4763666030482	3.50242435826027	3.5758329454989	3.69582626764982
186451_s_at	3.67084137124084	3.58444593545992	3.67424938462588	3.661988433145	3.64974121469534	3.84302762658318
186452_at	3.89788588738444	4.01765782002402	3.91874120655458	4.13374655267377	3.96524824160385	3.87403726534416
186453_at	4.21416044657897	3.89862342616133	3.82183921729786	3.66905435746299	3.66267112340933	3.65558644523362
186454_at	5.73747946633383	5.8419720482047	6.0678799932618	6.08190352314438	6.07437406649925	6.08912191409355
186455_at	4.75057238170598	4.79619850682725	4.56350926652993	4.68378244069911	5.12902938543648	4.79648727320593
186456_at	4.26658263436629	4.32566258301908	4.63773557644122	4.21068994967604	4.35731222535258	4.60525201479056
186457_at	3.71002822086101	3.55201133617157	3.81541279151508	3.63755669611638	3.58707266251621	3.55370882885512
186458_s_at	5.76901988775481	6.21885674540769	6.24830858947988	6.21525878963366	6.42519723965192	6.57663131402514
186459_at	3.93651708050976	4.49173733523706	4.37334955270507	4.25751846461772	4.70654663244463	4.71374476109191
186460_s_at	9.52503316631258	9.01486188065609	9.17601894278808	7.73910821421297	7.66614921212941	7.59331937722737
186461_at	4.20327849326937	4.30039775496902	4.39901455551963	4.55571069220901	4.39197815143771	4.56207041369439
186462_at	5.12639135539019	5.61792746235622	5.73326396459451	5.48830954077561	5.7698143333889	5.79243718058754
186463_at	6.42656137151966	6.67388785524675	6.74941821470794	6.53072422276875	6.4533228202575	6.88067980289754
186464_s_at	9.46715940215663	9.26716429268341	9.25934333414432	9.01212153641023	9.02318734729494	8.72669247664815
186465_at	4.80850083611659	4.66816871622568	4.63561800512353	4.7007020605071	4.88937981928796	4.7007020605071
186466_s_at	7.29845874118345	7.49761452446497	7.45938136729317	5.78213047048547	5.77833309388486	5.77797355708529
186467_at	5.58318650670985	5.90661516752376	6.0566198181937	6.22837936935265	6.49082401958228	6.31431498522088
186468_s_at	9.51308226404895	9.92526208824145	9.93288750730232	9.44188104820509	9.35334830322888	9.49364815644162
186469_at	6.99639423553638	7.56118496009095	7.37023907467416	7.10355545538215	7.31470463422434	7.52774136803528
186470_at	3.43181199851165	3.66635518704039	3.84360703911249	3.74473403981281	3.79432710066827	3.85129995255178
186471_at	4.66581630457092	4.65781345871143	4.77246503126153	5.12794991897116	4.90774374856309	4.76433413375967
186472_at	11.09734174774	11.4668257084532	11.4597202323015	11.1416022922621	11.2125280626548	11.2633449492667
186473_at	6.90872039691711	6.82736529395716	6.99715756043155	6.89862153014897	6.73334757976826	6.5455366391196
186474_at	8.94877851241132	8.99970487145387	9.10433666254965	8.73247685848295	8.66429304906511	8.80639412164202
186475_at	6.43641591546271	6.55945162486005	6.52597651130284	5.91421805427857	5.79464671088675	6.05441374237248
186476_at	2.98608814590897	3.28039182045812	3.05120586984852	2.93407448623349	3.31790541393872	2.92198280442561
186477_at	3.46170591711197	3.40301239919172	3.34511921746982	3.35745846540463	3.6001484990907	3.45168581692108
186478_at	8.47342235600415	8.09986279730564	8.37489626242636	7.56794037276638	7.05723835341614	7.58264854910496
186479_s_at	6.24397498018203	5.60213015017655	5.80213119013215	5.59078105345803	4.9628531292946	5.65419061965162
186480_s_at	7.51507885741405	6.79272057845873	6.70104276730961	6.83922998621632	6.62812544318985	6.65322517289487
186481_at	3.69135206291115	3.86138164111926	4.19841641594383	4.03465372576509	3.90649707325355	4.12675636008262
186482_s_at	6.64330331670247	6.15599850279799	6.51694146158501	4.98499914778501	4.62860298366297	5.06878010295485
186483_at	7.8192601889336	8.29759268968157	8.5353085434019	7.59801306628084	7.42538583860239	8.04100899997182
186484_at	8.72386322124066	8.20204413919631	8.2940934136377	8.89606291071895	8.31977652060673	8.24283170107491
186485_at	4.36491026751928	4.37315377481186	4.41027869049922	4.37000952528164	4.26315318650357	4.50221587443092
186486_at	4.69530437155692	4.76986375787967	4.84514378052453	5.47030148100127	5.29923823359512	5.26631982264473
186487_at	5.23962997269314	5.30116819143414	5.31958087607031	5.23315321800692	5.00003747169495	5.25548955816326
186488_at	5.07442324531423	5.35093674962198	5.5323030845567	5.35845115802127	5.64173178155926	5.43032187521085
186489_s_at	4.18764946861445	4.28632619991308	4.2967852348796	4.1523393728393	4.36893027555448	4.3043079693938
186490_at	6.77940943196531	6.84404338892362	6.96505974837895	6.3715815839944	6.75387416027607	6.25134776135883
186491_at	5.55943157367687	5.01726561325372	5.19137599471442	4.90114776262408	5.08801942082583	4.93285570087073
186492_s_at	3.71758766436845	3.52045326155748	3.56921883126511	3.5093877853184	3.67536305713306	3.52314740737192
186493_at	3.14552314615965	3.09942824980468	3.25597237936379	3.13739731279401	3.11950965302622	3.29662017463601
186494_s_at	3.66625770775285	3.94358932490633	3.91514338518697	3.7200297497567	3.7944789893671	3.6614363398443
186495_at	3.15466532256481	3.18912685940511	3.23290357268879	3.12475688112454	3.1355457114702	3.20876591989853
186496_at	3.73706301952962	3.80693185228312	3.80035275619022	3.83562404183011	4.11166380959002	3.83562404183011
186497_at	3.27980032571153	3.29007609830528	3.25110344652085	3.43660729712364	3.45643624823557	3.46773517290558
186498_s_at	8.45765612482021	7.83062026468927	7.89542625211056	8.97792152140374	9.048347379972	8.36113454456171
186499_at	3.3631237073321	3.44756798879646	3.3866757085671	3.40298626699183	3.2851080837267	3.55447776261195
186500_s_at	7.7382938568708	7.01088224529976	6.92769397806351	7.31885883284865	7.29702854174924	7.08446594782887
186501_at	3.60702644577041	3.90115484294843	3.67225143343668	4.12564434196927	3.91971130691217	4.02146509648889
186502_at	5.20793164820867	5.08823356955622	5.13289129827786	5.47225592202817	5.92291871412365	5.56192991542208
186503_at	3.12941964227699	3.02565714514936	3.25149394912039	3.01825243807287	3.16669084452392	3.23177539430034
186504_s_at	4.44766073779089	4.05815427405311	4.21072130868356	3.57184592820876	3.3546953052553	3.55808122022274
186505_at	5.1059267382061	5.48620196439992	5.39251708299343	5.24519121923902	5.51244997213337	5.53060675626072
186506_s_at	5.49926584932633	5.44373066932697	5.53620733497441	5.54088033799593	5.60937795331126	5.46373576528906
186507_at	3.51695973151904	3.63831630257972	3.58262907698098	3.64307595844885	4.00338778185295	3.85626560903534
186508_at	7.52020897820721	7.2850052416002	7.07055770840378	7.38678171320796	7.22378912288043	6.67634838066221
186509_at	3.25848617330467	3.63881276336857	3.34036525073954	3.32130391242356	3.5453109383219	3.50960224454904
186510_s_at	6.34944101169767	6.552751838654	6.51849222306651	5.20275847118911	5.30750766207743	5.99355411482879
186511_at	3.7995278766696	3.99146440534653	3.8536782431717	3.98938431377355	4.04370046162118	3.95927632297914
186512_at	4.55802575233142	4.4574154277617	4.76191159595252	4.66408291490723	5.26230500500885	4.41384900351451
186513_at	6.6279975543074	6.18581005137695	5.72514721612598	5.63883499690665	5.05740599897831	5.48536372008565
186514_at	7.82592108635391	8.33966950335395	8.27860890967625	7.84977248435213	8.04551162886342	8.22837055476081
186515_at	4.32886251109198	4.57427060001157	4.60543712817162	4.57510795893113	4.63098334233399	4.75472023113556
186516_at	6.61678452690454	7.10973303866405	6.7105144207831	6.36473511394044	6.59652836857278	6.89535531577384
186517_at	7.31907084301173	7.56060976208751	7.42151624095536	7.95846189477442	7.92147773065797	7.73798665447471
186518_s_at	5.05712834544836	5.66068303887787	5.3621753209951	5.40418615395682	5.70341015603808	5.47172007715576
186519_at	3.14493552619384	3.22411340987531	3.38442956974309	3.32922153788911	3.32804370155121	3.20531302502645
186520_at	3.48868818760597	3.57094810222266	3.65870794196956	3.56896360282961	3.64226443762905	3.68396237772299
186521_at	10.8525974710885	11.0622747370888	10.9885644226178	10.4595276585793	10.5015791521646	10.79914108909
186522_s_at	3.93291207698006	3.94597094644788	4.18467319193969	4.32146162069597	4.32401563426139	4.59209081483541
186523_s_at	3.16712815444476	3.17806109054597	3.20744138466132	3.32369744789176	3.34031715448035	3.39532534982512
186524_at	4.97485918882926	5.19970166558463	5.23019972890449	5.01177437478314	5.3621753209951	5.30322981038865
186525_at	9.65863339283082	9.4775506194555	9.43094776296898	9.68086984813982	9.7781950075741	9.56911567213605
186526_at	3.90041376318698	4.14572670212975	4.22082346077092	4.2175801622937	4.35725728521439	4.25648495658876
186527_at	3.73998574524484	3.66619588044857	4.00966023356913	3.79929459673	3.85903967450276	3.79258230447246
186528_s_at	8.83389280563918	9.14661535231306	9.3501987889205	8.08027827453695	7.90742217389913	8.85263942479086
186529_at	8.74336293378193	8.64219916347517	8.79524281801006	8.64219916347517	8.85591084870847	8.47369793316137
186530_at	4.436321020162	4.48759565389241	4.85412752006868	4.55026906588552	4.82497170799821	4.84225131952302
186531_at	7.7640261134622	8.32542461402393	8.17176877960103	6.886240281165	6.87877293939423	7.31513644068072
186532_at	5.10570561229852	4.36019862283889	4.60877482017541	5.09795851230101	4.87409037725125	4.33815564969275
186533_s_at	8.23606238252798	8.01517780096944	7.94440136250434	8.12639546670085	8.28894481316234	7.934534482456
186534_at	7.54352765399848	7.71371418256865	7.53243088448431	7.69843171235645	7.69335825061858	7.89950536794025
186535_at	4.29981124043691	4.45394390665263	4.45020827207081	4.47343536086151	4.68943635268522	4.73704293368399
186536_at	4.02701511532196	3.88578252570581	3.99901914957191	3.75649387437386	3.75354147685363	4.04649704071233
186537_at	3.60956553757127	3.76284613995343	3.79871514700924	3.79399412070093	4.11568160058026	3.92696950408913
