Reporter Identifier	VALUE	RAW	FLAGS	UNF_VALUE
16298	1.892	"1,755"	P	1.892
1280	0.864	"9,342"	P	0.864
23381	1.155	975.1	P	1.155
3342		3.613	A	0.471
18112		10.19	A	1.505
13043	0.683	"4,468"	P	0.683
17845	0.949	"8,223"	P	0.949
12627	0.979	"9,422"	P	0.979
45		9.063	A	1.216
11686	1.077	77.66	P	1.077
10887	1.257	"4,153"	P	1.257
9349	0.746	588.3	P	0.746
25757	0.903	283.8	P	0.903
29496	1.458	763.1	P	1.458
15728		3.531	A	0.475
16609	1.214	"15,713"	P	1.214
862	1.58	393.8	P	1.58
2865	0.993	"15,624"	P	0.993
22200	1.413	15.11	P	1.413
30456	0.661	"8,406"	P	0.661
3841	0.817	72.55	P	0.817
1264	1.396	145.5	P	1.396
2032	1.046	"12,004"	P	1.046
17111		3.195	A	0.429
32559	0.46	135.9	P	0.46
15675	1.223	"1,755"	P	1.223
6090	1.892	19.57	P	1.892
15343	1.417	72.55	P	1.417
17422		7.806	A	1.131
32525	0.849	"2,389"	P	0.849
4639	0.573	38.47	P	0.573
10123	0.855	78.76	P	0.855
2750	0.689	661.5	P	0.689
17936	0.895	43.48	P	0.895
4621	1.145	"27,523"	P	1.145
8136	2.103	134.2	P	2.103
309	0.793	707.8	P	0.793
20509	0.755	"10,069"	P	0.755
13936		8.435	A	0.405
61	1.162	"3,215"	P	1.162
7287	0.836	"3,264"	P	0.836
41946	1.023	"5,197"	P	1.023
34028	1.539	180.7	P	1.539
13687	0.708	"1,963"	P	0.708
4846	0.846	646.1	P	0.846
29521	1.073	349.9	P	1.073
18813	0.719	"3,271"	P	0.719
2724	0.785	496.3	P	0.785
1198	1.188	"1,435"	P	1.188
5207	0.714	38.65	P	0.714
2372	1.11	"2,530"	P	1.11
3084	0.965	"3,376"	P	0.965
26222	0.695	"2,272"	P	0.695
5233	1.055	"17,309"	P	1.055
32326	0.911	"62,011"	P	0.911
3329	1.305	"1,660"	P	1.305
28015	0.873	190.2	P	0.873
14307	1.209	"1,988"	P	1.209
21201	2.008	16.24	P	2.008
7684	1.047	"6,213"	P	1.047
28979	0.579	405.1	P	0.579
13730	1.034	103.1	P	1.034
5487	1.241	"2,241"	P	1.241
28394	1.027	"1,679"	P	1.027
36736		3.559	A	0.486
10699	1.273	99.12	P	1.273
22104	1.294	860.3	P	1.294
7980	1.655	277.7	P	1.655
4444	0.914	607.1	P	0.914
10166	0.914	"9,483"	P	0.914
11674	1.245	"7,809"	P	1.245
4767	1.257	833.2	P	1.257
4931	0.94	"7,455"	P	0.94
16677	1.028	904.6	P	1.028
7570		3.329	A	0.463
3279	0.878	"2,039"	P	0.878
13498	0.805	"7,056"	P	0.805
8908	0.928	264.7	P	0.928
7015	1.266	"9,745"	P	1.266
29272	2.18	24.74	P	2.18
2270	0.844	"6,837"	P	0.844
21522	0.74	816.6	P	0.74
19884	0.789	"2,687"	P	0.789
12952	1.564	43.67	P	1.564
6091	1.472	18.84	P	1.472
22868	1.036	"5,703"	P	1.036
32089		3.564	A	0.489
27729		4.687	A	0.644
14700	0.956	"2,557"	P	0.956
11419	1.67	25.62	P	1.67
25840	1.321	128.4	P	1.321
30806	1.169	"1,267"	P	1.169
19859	0.854	"3,264"	P	0.854
142	1.067	150.8	P	1.067
9465	1.041	"1,161"	P	1.041
3440	0.881	"2,856"	P	0.881
9795	0.766	319.4	P	0.766
15990	1	"3,421"	P	1
27933	1.205	"5,460"	P	1.205
22099	0.65	33.48	P	0.65
5537	0.987	"1,183"	P	0.987
12075		3.402	A	0.478
28577	0.609	31.62	P	0.609
9324	1.05	900.3	P	1.05
15330	2.361	19.3	P	2.361
35234	1.129	"20,688"	P	1.129
443	1.109	"3,342"	P	1.109
2589	0.65	"2,870"	P	0.65
1180	1.17	"4,207"	P	1.17
16668	0.886	696.4	P	0.886
30329	0.957	"34,692"	P	0.957
6360	0.897	277.6	P	0.897
11324	1.011	388.4	P	1.011
25326	1.183	"1,139"	P	1.183
1879	0.916	327.3	P	0.916
18306	1.089	"1,118"	P	1.089
21726	1.186	"16,893"	P	1.186
25145	0.838	"8,610"	P	0.838
11150	1.033	"12,992"	P	1.033
32030	3.056	45.96	P	3.056
6786	1.099	"9,967"	P	1.099
7658	0.965	"35,146"	P	0.965
9128	0.938	88.02	P	0.938
10530	0.468	64.27	P	0.468
14212	1.073	"25,831"	P	1.073
12604		3.256	A	0.505
3821	1.13	"8,138"	P	1.13
21093	3.558	"1,090"	P	3.558
14820	0.653	874.2	P	0.653
16473		10.63	A	1.329
25444	1.3	41.41	P	1.3
3687	1.053	273.2	P	1.053
7402	1.255	54.13	P	1.255
9544		4.599	A	0.668
19971	0.876	"58,782"	P	0.876
20623	1.109	439.4	P	1.109
5970	1.081	"6,232"	P	1.081
298	1.135	149.5	P	1.135
5985	1.243	"4,600"	P	1.243
7955	1.227	"3,664"	P	1.227
21051	1.099	"30,044"	P	1.099
5984	0.863	"53,248"	P	0.863
22694	0.621	228.5	P	0.621
1952	1.147	50.49	P	1.147
32715	0.836	"12,818"	P	0.836
28185	1.617	68.7	P	1.617
24012	0.58	"9,811"	P	0.58
3070	1.046	271.9	P	1.046
5906	1.531	694.3	P	1.531
3212	0.538	227.3	P	0.538
10412	1.168	"7,128"	P	1.168
13051	0.725	178.6	P	0.725
37499	1.053	"210,235"	P	1.053
535		3.682	A	0.482
31386		3.425	A	0.483
1257	1.274	235.7	P	1.274
4191	0.743	35.88	P	0.743
6895	0.522	"111,592"	P	0.522
5576	1.023	"31,710"	P	1.023
26849	1.096	"28,209"	P	1.096
2862	1.991	68.41	P	1.991
8443		12.81	A	1.006
999	0.291	47.61	P	0.291
2420	1.571	21.5	P	1.571
26182	1.472	"11,124"	P	1.472
22669	1.664	82.43	P	1.664
20903	0.884	"1,324"	P	0.884
4438	0.938	"1,856"	P	0.938
35429	1.596	123.6	P	1.596
24752	1.354	"1,575"	P	1.354
2831	0.623	"1,322"	P	0.623
12280	0.929	"1,450"	P	0.929
29916	1.14	"12,773"	P	1.14
5596	1.197	"17,416"	P	1.197
3788	0.743	"11,916"	P	0.743
10959	0.88	"9,130"	P	0.88
14052	0.9	"7,659"	P	0.9
9439	2.454	28.83	P	2.454
25223	0.744	111.4	P	0.744
4288	0.566	294	P	0.566
3078	0.82	532.9	P	0.82
33760	0.954	"9,571"	P	0.954
4712	1.281	701	P	1.281
27583	1.579	696.3	P	1.579
2809	1.18	"1,751"	P	1.18
5843	0.267	39.69	P	0.267
6582	0.792	"1,964"	P	0.792
5648	0.992	960.8	P	0.992
24224	1.173	"9,742"	P	1.173
19383	0.588	"1,105"	P	0.588
2070	1.047	"1,554"	P	1.047
31257	1.132	"35,356"	P	1.132
31513		3.065	A	0.49
9564	1.472	26.74	P	1.472
3683	1.527	"4,780"	P	1.527
33676	0.919	"2,439"	P	0.919
22260	0.727	406.5	P	0.727
3647	1.642	46.61	P	1.642
15341	2.295	26.06	P	2.295
21411	2.949	76.35	P	2.949
17175	0.835	"3,377"	P	0.835
11371	1.148	714.4	P	1.148
4470	1.271	572	P	1.271
35267	1.043	"4,515"	P	1.043
4950	1.65	866.1	P	1.65
31116		3.624	A	0.462
5007	2.466	291.2	P	2.466
26966	1.609	"1,501"	P	1.609
4570	0.715	"1,948"	P	0.715
28356	0.968	"1,363"	P	0.968
5602	0.832	"4,267"	P	0.832
10139	1.12	"1,059"	P	1.12
31275	0.824	"2,720"	P	0.824
458	1.235	"37,315"	P	1.235
538	0.883	"17,500"	P	0.883
18924	0.941	861.2	P	0.941
14632	0.705	80.56	P	0.705
5983	1.05	"10,615"	P	1.05
21805	0.901	"6,687"	P	0.901
12272	2.385	27.82	P	2.385
12134	1.025	"2,139"	P	1.025
13078	0.8	"1,462"	P	0.8
10951	0.404	187.2	P	0.404
24061	0.737	142.6	P	0.737
15821	1.306	239	P	1.306
9137	1.117	"1,473"	P	1.117
9060	1.07	"27,139"	P	1.07
8510		14.76	A	1.685
7634	1.357	426.4	P	1.357
35289	1.922	24.28	P	1.922
17142	0.566	194.9	P	0.566
1691	0.225	32.92	P	0.225
3162	0.672	"1,057"	P	0.672
1311	1.323	"17,144"	P	1.323
6387	1.083	348.5	P	1.083
16534	1.006	"22,853"	P	1.006
7409	1.196	"3,794"	P	1.196
6389	0.842	"7,877"	P	0.842
4471	0.825	"3,892"	P	0.825
11473	1.22	205.8	P	1.22
4559	0.915	"1,027"	P	0.915
20116	1.1	"15,319"	P	1.1
23102	1.102	"1,482"	P	1.102
236	0.605	265	P	0.605
3031	1.474	343.7	P	1.474
4075	1.364	"10,197"	P	1.364
35768	0.895	"4,201"	P	0.895
1730	0.831	"14,688"	P	0.831
16764	1.167	"7,974"	P	1.167
18564	0.405	73.21	P	0.405
28399	1.189	"1,878"	P	1.189
2945	1.128	"1,184"	P	1.128
16718	0.91	"27,882"	P	0.91
4228	1.078	36.03	P	1.078
11016	1.315	30.81	P	1.315
26746	0.97	"2,716"	P	0.97
3790	1.324	"1,132"	P	1.324
17623	1.909	70.12	P	1.909
31571	0.698	190.6	P	0.698
9515	0.703	119.4	P	0.703
10210	0.829	93.68	P	0.829
20499		3.249	A	0.456
6058	3.528	27.07	P	3.528
10334	1.13	"8,909"	P	1.13
7286	1.124	"2,048"	P	1.124
10688	1.231	89.73	P	1.231
32473	1.287	66.88	P	1.287
20738	1.166	667.6	P	1.166
1370	1.571	744.7	P	1.571
3594	1.074	"21,995"	P	1.074
1964	1.151	647.6	P	1.151
8142	1.056	"3,172"	P	1.056
39263	0.909	"4,160"	P	0.909
18455		3.652	A	0.576
28348	1.183	580.5	P	1.183
7724	1.455	"6,103"	P	1.455
26612	0.956	"1,906"	P	0.956
13330	1.158	"6,941"	P	1.158
2824	0.546	200.9	P	0.546
20650	1.296	198	P	1.296
12286	1.074	"7,848"	P	1.074
27156	1.006	441.8	P	1.006
542	1.094	"1,011"	P	1.094
20066	0.799	"1,498"	P	0.799
28805	0.813	23.67	P	0.813
10799	1.165	458.9	P	1.165
28741	0.824	"38,631"	P	0.824
4079		12.19	A	1.065
38436	0.842	155	P	0.842
22802	0.559	"1,541"	P	0.559
1677		10.58	A	0.937
26117	1.168	"17,978"	P	1.168
19881	0.77	495.1	P	0.77
17196	0.832	"78,764"	P	0.832
6141	1.1	"10,637"	P	1.1
10254	0.751	398.5	P	0.751
37101	1.132	"2,278"	P	1.132
4010	1.262	343.8	P	1.262
22915	1.24	40.51	P	1.24
20178	1.226	659.1	P	1.226
8170	0.968	"1,470"	P	0.968
8544	4.912	"1,494"	P	4.912
17618	0.897	778.2	P	0.897
29526	0.93	"10,187"	P	0.93
18048	0.974	918	P	0.974
2241		6.359	A	0.742
35687	1.607	"1,141"	P	1.607
7613	1.222	"15,132"	P	1.222
7672	1.051	"3,394"	P	1.051
238	0.872	81.62	P	0.872
474	1.422	136.8	P	1.422
18400	1.223	405.9	P	1.223
4424		4.923	A	0.483
5046	0.822	"6,139"	P	0.822
16286	1.003	"10,940"	P	1.003
7820	0.82	356.9	P	0.82
5385		3.38	A	0.478
3003		3.798	A	0.484
29470	1.275	670.3	P	1.275
12099	1.009	"2,024"	P	1.009
19806	0.719	"1,179"	P	0.719
9868	1.052	"1,988"	P	1.052
13269	0.768	471.6	P	0.768
14910		9.692	A	1.498
25293	1.045	"12,282"	P	1.045
30794	1.622	89.25	P	1.622
33439	1.015	"6,841"	P	1.015
14095	1.099	"11,069"	P	1.099
9050	1.311	"1,650"	P	1.311
28077	1.084	"1,832"	P	1.084
37544	0.711	40.73	P	0.711
20460	1.023	"5,793"	P	1.023
3120	1.022	"7,111"	P	1.022
32497	0.922	45.44	P	0.922
1757	1.535	35.66	P	1.535
4565	1.122	"1,187"	P	1.122
5163	1.059	"7,345"	P	1.059
16499	1.851	282.2	P	1.851
16589	1.043	"2,153"	P	1.043
9716	1.153	"47,899"	P	1.153
16337	0.83	82.93	P	0.83
19769	1.198	"1,800"	P	1.198
15929	1.345	"4,835"	P	1.345
8211	1.159	25.46	P	1.159
8181	0.989	"3,668"	P	0.989
36113	0.874	"2,388"	P	0.874
16873	1.141	"4,214"	P	1.141
23224	0.994	"2,072"	P	0.994
156	0.379	"2,234"	P	0.379
25540	0.84	269.5	P	0.84
8738	1.476	685.7	P	1.476
6236	0.857	696.4	P	0.857
811		3.785	A	0.464
4685		3.472	A	0.479
2292	1.344	"4,591"	P	1.344
30837	0.998	"6,286"	P	0.998
14818	0.958	"5,972"	P	0.958
8714	1.383	258.5	P	1.383
9501	1.333	"8,537"	P	1.333
21804		8.039	A	0.89
1177		3.376	A	0.469
15428	1.211	"1,165"	P	1.211
521	0.952	"2,112"	P	0.952
15880	1.055	"9,103"	P	1.055
26420	0.587	"1,146"	P	0.587
26848	1.049	"2,903"	P	1.049
2156	1.229	388.5	P	1.229
7712		3.359	A	0.449
28789	0.69	"6,632"	P	0.69
17631		3.19	A	0.477
16491	1.614	92.74	P	1.614
8973	0.462	137.2	P	0.462
40873	0.752	215.8	P	0.752
265	0.826	762.9	P	0.826
9004	1.046	"2,033"	P	1.046
30054	0.994	89.04	P	0.994
23960	1.423	394.3	P	1.423
6262	1.773	159.4	P	1.773
15842	0.779	454.5	P	0.779
4315	1.04	"13,773"	P	1.04
11469		4.634	A	0.7
840	1.154	"1,752"	P	1.154
7477		6.15	A	0.814
8598	1.054	"10,470"	P	1.054
28850	0.998	"9,753"	P	0.998
3362	1.133	382.3	P	1.133
22585	1.13	"1,910"	P	1.13
19386	1.359	255	P	1.359
4419	1.121	"5,754"	P	1.121
885	0.568	"9,219"	P	0.568
6483	0.915	256.8	P	0.915
13284	1.129	"2,249"	P	1.129
12963	1.233	"4,008"	P	1.233
5945		5.497	A	0.718
7257	0.799	"11,826"	P	0.799
28096	1.166	"1,517"	P	1.166
10950		3.418	A	0.432
14931	1.106	238.4	P	1.106
4866	0.778	39.51	P	0.778
2362	0.964	"4,852"	P	0.964
7229	0.858	408.3	P	0.858
12948	0.976	503	P	0.976
31549	1.786	38.79	P	1.786
8234	0.661	131.4	P	0.661
11055	0.813	270.9	P	0.813
16099	0.844	722.5	P	0.844
4211	0.836	"6,252"	P	0.836
33887	1.019	"1,244"	P	1.019
5636	1.098	"2,640"	P	1.098
14011	1.74	30.59	P	1.74
7947	0.91	"8,724"	P	0.91
5004	1.122	"41,496"	P	1.122
34471	3.391	25.69	P	3.391
5507	1.004	"4,208"	P	1.004
2880	1.381	322.1	P	1.381
8287	1.198	"12,076"	P	1.198
1121	1.049	503.6	P	1.049
13236	1.024	"1,186"	P	1.024
35724	0.849	37.33	P	0.849
23020	0.901	"119,706"	P	0.901
20125	0.894	"2,690"	P	0.894
14823	1.07	"1,720"	P	1.07
23006	1.439	114	P	1.439
13189	1.014	40.88	P	1.014
11940	0.965	"5,203"	P	0.965
11244	3.766	27.59	P	3.766
13968	1.228	"27,569"	P	1.228
5216	1.047	"16,499"	P	1.047
9963	0.998	"20,257"	P	0.998
3386	1.271	121.6	P	1.271
29300	1.197	33.18	P	1.197
24928	1.54	112.4	P	1.54
32223	1.015	"4,921"	P	1.015
524	0.897	513.4	P	0.897
16088	0.719	"2,551"	P	0.719
718	1.018	"22,585"	P	1.018
19578	0.565	"18,950"	P	0.565
9866	1.333	157.7	P	1.333
395		6.716	A	0.767
15716		3.076	A	0.473
15547	1.212	"3,979"	P	1.212
9553	1.196	63.49	P	1.196
16940	1.01	"17,913"	P	1.01
21351	0.994	"1,392"	P	0.994
28919	1.347	870	P	1.347
13272	1.087	"1,764"	P	1.087
8158	1.029	188.7	P	1.029
17131	0.811	22.44	P	0.811
8790	0.596	255	P	0.596
26219	1.163	"5,760"	P	1.163
4708		3.75	A	0.475
13532	0.872	"3,200"	P	0.872
1068	1.38	111.6	P	1.38
10307	1.425	"2,903"	P	1.425
11981	0.47	35.57	P	0.47
3441	0.433	21.4	P	0.433
925	0.832	"2,680"	P	0.832
37048	0.789	37.34	P	0.789
15010	1.26	866.1	P	1.26
20568	0.911	161.3	P	0.911
20540	0.502	"1,912"	P	0.502
25479		3.483	A	0.566
942	1.055	"7,371"	P	1.055
12018		3.234	A	0.474
1770	0.902	203.6	P	0.902
4468	0.959	"2,004"	P	0.959
4001	1.163	"12,922"	P	1.163
14899	1.383	"13,954"	P	1.383
1063	1.321	"1,756"	P	1.321
17865	0.677	299.2	P	0.677
29253	1.185	42.94	P	1.185
26886	1.694	483.9	P	1.694
33706	1.012	"1,316"	P	1.012
14933	0.842	"3,462"	P	0.842
31660	0.874	179.2	P	0.874
7951	0.707	105.3	P	0.707
13744		6.068	A	0.989
11374	1.646	341.2	P	1.646
7670	0.883	873	P	0.883
12617	1.097	"7,594"	P	1.097
26987	1.034	"7,762"	P	1.034
1767	1.098	"5,645"	P	1.098
6322	0.98	486.1	P	0.98
4580	1.055	"12,431"	P	1.055
22081	0.935	"8,566"	P	0.935
5914	0.819	"38,889"	P	0.819
5530	1.434	"7,251"	P	1.434
24614	1.718	53.21	P	1.718
16231	1.046	50.77	P	1.046
32923	1.174	43.18	P	1.174
20694	1.712	59	P	1.712
13009	1.162	792.3	P	1.162
5524	1.032	"1,842"	P	1.032
6108	1.354	24.94	P	1.354
24606	1.164	210.1	P	1.164
1708	0.653	343	P	0.653
13604	0.734	127.8	P	0.734
31484	2.868	20.74	P	2.868
3321	0.962	31.9	P	0.962
19814	1.863	403.8	P	1.863
4626		3.465	A	0.471
6721	0.65	135.9	P	0.65
18939	0.782	241.5	P	0.782
10809	1.1	"3,648"	P	1.1
2668	0.747	24.22	P	0.747
21176	0.771	"1,262"	P	0.771
10836	1.231	"1,092"	P	1.231
18352	0.962	567.2	P	0.962
1811	0.991	172	P	0.991
9924	0.853	114.8	P	0.853
17752	1	"3,172"	P	1
14389	1.659	"37,850"	P	1.659
32513	1.687	293.3	P	1.687
3666		4.282	A	0.558
7041	1.043	"34,844"	P	1.043
532	0.816	859.8	P	0.816
9562	0.697	"2,332"	P	0.697
21326	0.852	"1,563"	P	0.852
25402	0.849	166.2	P	0.849
17774	0.953	"1,007"	P	0.953
36697	1.295	886.5	P	1.295
21992	1.062	"138,081"	P	1.062
2157		7.439	A	0.95
28383	1.78	187	P	1.78
1549	0.94	"2,263"	P	0.94
13027	1.715	72.56	P	1.715
4012	0.762	290.1	P	0.762
8399	3.678	"1,638"	P	3.678
97	1.288	667.9	P	1.288
1972	2.92	26.1	P	2.92
36659	2.389	16.65	P	2.389
3910	0.382	"4,277"	P	0.382
4088	0.738	"1,888"	P	0.738
20322	0.928	134.9	P	0.928
25575	1.353	214.9	P	1.353
4404		3.376	A	0.454
1508		8.446	A	1.035
31770	1.686	26.32	P	1.686
11585		10.83	A	1.264
24780		6.442	A	1.049
15222	1.548	279.1	P	1.548
16769	0.964	35.38	P	0.964
3437		5.857	A	0.68
9236	0.817	"2,777"	P	0.817
484	1.136	976	P	1.136
10808	0.775	37.04	P	0.775
9386	1.41	269	P	1.41
21955	0.918	297.1	P	0.918
11849	0.993	"4,180"	P	0.993
16877	0.929	"42,367"	P	0.929
2955	2.17	"7,783"	P	2.17
568	1.003	"23,209"	P	1.003
11429	0.926	"9,003"	P	0.926
18602	0.944	"2,188"	P	0.944
19399		3.566	A	0.515
13044	0.776	292.2	P	0.776
13254	0.4	30.52	P	0.4
14230	1.096	"2,338"	P	1.096
1628	0.489	"1,832"	P	0.489
18500	0.924	42.61	P	0.924
10348	0.955	"17,599"	P	0.955
12357	1.279	296.9	P	1.279
17413	1.281	139	P	1.281
11711		14.45	A	0.789
33514	1.195	19.42	P	1.195
7959	2.108	24.81	P	2.108
9105	1.418	379	P	1.418
9915	1.145	"6,970"	P	1.145
4603	1.261	"1,369"	P	1.261
27266	0.935	679.5	P	0.935
17389	1.848	"17,097"	P	1.848
7377	1.273	210.2	P	1.273
21323	1.075	47.53	P	1.075
4117	1.227	"6,781"	P	1.227
5284	1.021	"14,781"	P	1.021
17664	4.94	32.43	P	4.94
40176	1.548	41.94	P	1.548
30852	1.164	"17,272"	P	1.164
7502	1.119	"3,841"	P	1.119
9299		3.198	A	0.47
17905	0.888	60.43	P	0.888
13838	1.293	"16,047"	P	1.293
4573	1.062	220.8	P	1.062
23848	0.983	930.2	P	0.983
32627		10.42	A	1.164
2641	1.383	84.97	P	1.383
31702	1.116	37.85	P	1.116
10653	1.201	"19,411"	P	1.201
26682	1.081	"6,228"	P	1.081
15050	1.137	16.94	P	1.137
1888	0.488	627	P	0.488
11346	1.166	"9,523"	P	1.166
5600	1.018	"2,800"	P	1.018
21740	0.963	412.8	P	0.963
6851	0.603	122	P	0.603
12599	0.605	"1,585"	P	0.605
8152	1.164	849.6	P	1.164
8584	0.677	561	P	0.677
2402	1.219	17.68	P	1.219
3096	0.956	"1,474"	P	0.956
1633	1.254	"2,199"	P	1.254
23152	0.858	"6,262"	P	0.858
37003	1.271	435.7	P	1.271
1853	0.87	"8,957"	P	0.87
37328		3.533	A	0.455
21516	1.064	"4,601"	P	1.064
8837	0.996	"19,425"	P	0.996
24669	1.435	320	P	1.435
5573	0.816	"63,223"	P	0.816
11843	1.011	"32,057"	P	1.011
16634	0.829	445.8	P	0.829
31836	0.976	"6,329"	P	0.976
8621	1.252	"4,562"	P	1.252
14182		2.929	A	0.457
8791	1.071	860.8	P	1.071
10922	0.819	75.82	P	0.819
14845	2.069	35.49	P	2.069
33891	1.038	"18,682"	P	1.038
14171	0.559	"2,706"	P	0.559
31973	0.793	"1,352"	P	0.793
27355		5.519	A	0.563
28206	0.936	355.3	P	0.936
