Reporter Identifier	VALUE	RAW	FLAGS	UNF_VALUE
23210	0.852	"34,874"	P	0.852
2986	1	35.73	P	1
34874	0.972	38.92	P	0.972
2647	1.093	"1,603"	P	1.093
9444	0.928	"1,526"	P	0.928
4557	1.037	398.2	P	1.037
3710		5.219	A	0.693
13079	1	71.25	P	1
20739	0.983	42.5	P	0.983
22430	1	"132,606"	P	1
17556	0.922	39.52	P	0.922
20416	0.964	169	P	0.964
11219	1	"9,735"	P	1
12785	1	448.3	P	1
3322	0.286	173.8	P	0.286
3655	1.036	"7,836"	P	1.036
894	1.054	"1,607"	P	1.054
34335		10.29	A	1.194
28190	0.959	"6,394"	P	0.959
22602	0.809	950.1	P	0.809
8664	0.683	49.59	P	0.683
7275	1	"8,257"	P	1
22044	1.02	"2,009"	P	1.02
2793	1.343	"1,687"	P	1.343
7195		5.151	A	0.683
27041	0.918	107.6	P	0.918
9644	1.001	"1,667"	P	1.001
15884	0.751	394.4	P	0.751
713		6.069	A	0.725
1570	1.031	"23,715"	P	1.031
24507	1	220.4	P	1
31064		9.885	A	0.521
1091	1	154.5	P	1
2477	1.052	"2,766"	P	1.052
35276	0.772	"1,631"	P	0.772
16874	1	158	P	1
8057	0.901	258.4	P	0.901
18309	0.829	265.2	P	0.829
19463	1.037	"1,054"	P	1.037
13571	0.672	"1,962"	P	0.672
17783	1.045	"4,794"	P	1.045
1480	1.297	433.2	P	1.297
12973	1	"26,891"	P	1
8750		5.405	A	0.685
8547	1	34.96	P	1
22640	1.022	"13,483"	P	1.022
15569		18.57	A	2.709
19956	1.112	984.7	P	1.112
20706	1.501	"1,105"	P	1.501
13944	1.11	516.2	P	1.11
804	1	"32,906"	P	1
44581	0.903	"1,051"	P	0.903
1914	1.032	"3,304"	P	1.032
17433	1	"9,723"	P	1
33513		5.283	A	0.713
6682	1	259.3	P	1
19327		4.713	A	0.632
3131		7.097	A	1
26566		4.582	A	0.755
13775	0.633	28.58	P	0.633
30169	1.017	"2,554"	P	1.017
7074	1	"8,584"	P	1
11717	1.114	335.7	P	1.114
5164	1	140.5	P	1
10024	0.795	73.08	P	0.795
2954	1	341.3	P	1
31196	1.21	665.7	P	1.21
9694	0.797	150.5	P	0.797
30883	1	"2,788"	P	1
8036	4.53	49.5	P	4.53
16999	0.985	478.1	P	0.985
31305	1.027	"12,386"	P	1.027
6223	0.92	"2,005"	P	0.92
7870	1	"1,183"	P	1
25261	1	"3,090"	P	1
12661	1	"24,441"	P	1
9397	1	406.4	P	1
5804	0.782	"12,050"	P	0.782
1085	1	"2,539"	P	1
121	1.123	"1,666"	P	1.123
26195	0.804	53.48	P	0.804
5937	1	"1,422"	P	1
7113	1	"4,094"	P	1
4292	1.003	"12,136"	P	1.003
15959	1	184.8	P	1
28402	1	285.2	P	1
10621	1.067	164.3	P	1.067
25679	0.976	"1,919"	P	0.976
1643	1.012	753	P	1.012
6152	1	"3,485"	P	1
2711	0.667	70.38	P	0.667
13024	1	"8,267"	P	1
20166		4.942	A	0.747
4425	1.152	167.5	P	1.152
7299		4.805	A	0.703
24109	0.771	101	P	0.771
19527		4.892	A	0.732
16298	1.039	982.1	P	1.039
1280	1.001	"11,026"	P	1.001
23381	0.931	800.7	P	0.931
3342		5.645	A	0.722
18112		5.221	A	0.757
13043	1.055	"7,031"	P	1.055
17845	1	"8,827"	P	1
12627	0.966	"9,473"	P	0.966
45		5.601	A	0.737
11686	1.005	73.89	P	1.005
10887	1.191	"4,009"	P	1.191
9349	1	803.8	P	1
25757	0.901	288.6	P	0.901
29496	1.067	568.7	P	1.067
15728		5.436	A	0.718
16609	1	"13,194"	P	1
862	0.941	239.2	P	0.941
2865	0.926	"14,850"	P	0.926
22200		10.89	A	1
30456	1	"12,950"	P	1
3841	0.82	74.21	P	0.82
1264	1.08	114.7	P	1.08
2032	0.967	"11,315"	P	0.967
17111		8.576	A	1.131
32559	1	300.6	P	1
15675	1.052	"1,538"	P	1.052
6090		10.13	A	0.962
15343	0.982	51.2	P	0.982
17422		7.033	A	1
32525	1	"2,866"	P	1
4639	1	68.38	P	1
10123	1	93.87	P	1
2750	0.894	874.2	P	0.894
17936	1	49.49	P	1
4621	1	"24,493"	P	1
8136	1	65.05	P	1
309	1	909.4	P	1
20509	1	"13,593"	P	1
13936		21.24	A	1
61	1	"2,820"	P	1
7287	1.24	"4,931"	P	1.24
41946	1	"5,176"	P	1
34028	1.532	183.2	P	1.532
13687	1	"2,826"	P	1
4846	1	778.3	P	1
29521	1.021	339.2	P	1.021
18813	1	"4,638"	P	1
2724	1.07	689.1	P	1.07
1198	1	"1,231"	P	1
5207	0.884	48.75	P	0.884
2372	1	"2,322"	P	1
3084	0.918	"3,274"	P	0.918
26222	0.863	"2,874"	P	0.863
5233	0.929	"15,521"	P	0.929
32326	1	"69,355"	P	1
3329	1.177	"1,526"	P	1.177
28015	0.954	211.7	P	0.954
14307	1	"1,675"	P	1
21201		8.923	A	1.083
7684	1	"6,045"	P	1
28979	0.863	615.4	P	0.863
13730	1.024	104	P	1.024
5487	1.323	"2,435"	P	1.323
28394	1.155	"1,924"	P	1.155
36736		5.67	A	0.759
10699	0.925	73.41	P	0.925
22104	1.053	713.8	P	1.053
7980	0.956	163.4	P	0.956
4444	1	677.1	P	1
10166	1	"10,573"	P	1
11674	1.039	"6,641"	P	1.039
4767	0.979	661.3	P	0.979
4931	1	"8,077"	P	1
16677	1	897	P	1
7570		5.207	A	0.711
3279	1	"2,367"	P	1
13498	1	"8,936"	P	1
8908	1	290.5	P	1
7015	1.017	"7,977"	P	1.017
29272		11.56	A	1
2270	1	"8,250"	P	1
21522	1	"1,124"	P	1
19884	0.92	"3,195"	P	0.92
12952	1	28.46	P	1
6091		13.04	A	1
22868	1	"5,608"	P	1
32089		5.659	A	0.762
27729		5.182	A	0.699
14700	1	"2,724"	P	1
11419		6.465	A	0.414
25840	1.491	147.7	P	1.491
30806	1.305	"1,442"	P	1.305
19859	1	"3,893"	P	1
142	0.917	132.1	P	0.917
9465	1	"1,136"	P	1
3440	1	"3,303"	P	1
9795	1	424.8	P	1
15990	1	"3,485"	P	1
27933	1.098	"5,070"	P	1.098
22099	1	52.48	P	1
5537	1.079	"1,318"	P	1.079
12075		5.206	A	0.718
28577	0.702	37.09	P	0.702
9324	1	873.8	P	1
15330		8.33	A	1
35234	1	"18,673"	P	1
443	1	"3,070"	P	1
2589	0.871	"3,920"	P	0.871
1180	0.987	"3,617"	P	0.987
16668	0.93	744.5	P	0.93
30329	1	"36,944"	P	1
6360	0.98	309.2	P	0.98
11324	1	391.3	P	1
25326	0.956	938.1	P	0.956
1879	0.977	355.4	P	0.977
18306	1.071	"1,120"	P	1.071
21726	1	"14,515"	P	1
25145	1	"10,471"	P	1
11150	1	"12,817"	P	1
32030		15.32	A	1
6786	1	"9,242"	P	1
7658	0.966	"35,859"	P	0.966
9128	1	95.64	P	1
10530	0.819	114.5	P	0.819
14212	1	"24,530"	P	1
12604		4.784	A	0.728
3821	0.995	"7,296"	P	0.995
21093	1.327	414.3	P	1.327
14820	0.838	"1,143"	P	0.838
16473		5.198	A	0.638
25444	1.009	32.76	P	1.009
3687	1.02	269.8	P	1.02
7402	1	43.96	P	1
9544		5.993	A	0.854
19971	1	"68,399"	P	1
20623	0.888	358.6	P	0.888
5970	0.992	"5,827"	P	0.992
298	1	134.2	P	1
5985	1.01	"3,808"	P	1.01
7955	1	"3,044"	P	1
21051	0.945	"26,325"	P	0.945
5984	1	"62,875"	P	1
22694	1	375	P	1
1952	1	44.87	P	1
32715	1	"15,630"	P	1
28185	1.275	55.2	P	1.275
24012	0.95	"16,388"	P	0.95
3070	1.015	268.8	P	1.015
5906	1.107	511.8	P	1.107
3212	1.078	463.8	P	1.078
10412	1	"6,220"	P	1
13051	1.097	275.1	P	1.097
37499	0.981	"199,721"	P	0.981
535		5.912	A	0.76
31386		5.459	A	0.755
1257	1.121	211.2	P	1.121
4191	1	49.21	P	1
6895	1	"217,746"	P	1
5576	1.014	"32,024"	P	1.014
26849	1.098	"28,809"	P	1.098
2862	1	35	P	1
8443		12.98	A	1
999	0.56	93.55	P	0.56
2420		13.94	A	1
26182	0.997	"7,681"	P	0.997
22669	1.066	53.77	P	1.066
20903	1.027	"1,568"	P	1.027
4438	1	"2,016"	P	1
35429	1	78.91	P	1
24752	1.094	"1,297"	P	1.094
2831	0.841	"1,818"	P	0.841
12280	1	"1,591"	P	1
29916	1	"11,417"	P	1
5596	1.095	"16,234"	P	1.095
3788	0.933	"15,237"	P	0.933
10959	1.037	"10,966"	P	1.037
14052	0.863	"7,486"	P	0.863
9439		20.62	A	1.722
25223	1.002	152.9	P	1.002
4288	1	529.3	P	1
3078	0.996	659.6	P	0.996
33760	1	"10,217"	P	1
4712	0.835	465.7	P	0.835
27583	0.85	382.1	P	0.85
2809	1	"1,512"	P	1
5843	0.822	124.4	P	0.822
6582	0.964	"2,435"	P	0.964
5648	0.849	837.1	P	0.849
24224	1	"8,463"	P	1
19383	1	"1,915"	P	1
2070	1	"1,512"	P	1
31257	0.993	"31,611"	P	0.993
31513		4.793	A	0.752
9564		7.447	A	0.402
3683	0.971	"3,097"	P	0.971
33676	0.964	"2,608"	P	0.964
22260	1.069	608.8	P	1.069
3647	1.132	32.74	P	1.132
15341		11.57	A	1
21411	1.298	34.23	P	1.298
17175	1	"4,120"	P	1
11371	1.004	636.9	P	1.004
4470	1.053	482.9	P	1.053
35267	0.837	"3,693"	P	0.837
4950	1	534.9	P	1
31116		5.639	A	0.705
5007	1.246	150	P	1.246
26966	1	950.7	P	1
4570	0.939	"2,604"	P	0.939
28356	1	"1,435"	P	1
5602	0.942	"4,928"	P	0.942
10139	1	963	P	1
31275	1	"3,364"	P	1
458	1	"30,795"	P	1
538	1	"20,194"	P	1
18924	1	932.9	P	1
14632	1	116.4	P	1
5983	1	"10,299"	P	1
21805	0.974	"7,366"	P	0.974
12272		11.89	A	1
12134	1.26	"2,677"	P	1.26
13078	1.015	"1,890"	P	1.015
10951	1	471.9	P	1
24061	1.029	203.1	P	1.029
15821	1.241	231.5	P	1.241
9137	1	"1,344"	P	1
9060	1	"25,833"	P	1
8510		8.385	A	0.939
7634	1.135	363.3	P	1.135
35289		8.102	A	0.629
17142	0.746	261.6	P	0.746
1691	0.559	83.29	P	0.559
3162	0.815	"1,306"	P	0.815
1311	1.119	"14,773"	P	1.119
6387	1.032	338.5	P	1.032
16534	1.062	"24,572"	P	1.062
7409	1	"3,233"	P	1
6389	1	"9,535"	P	1
4471	1	"4,808"	P	1
11473	0.963	165.5	P	0.963
4559	1	"1,144"	P	1
20116	1	"14,194"	P	1
23102	1	"1,369"	P	1
236	0.834	372.2	P	0.834
3031	0.972	230.9	P	0.972
4075	1	"7,617"	P	1
35768	0.966	"4,620"	P	0.966
1730	1.149	"20,685"	P	1.149
16764	1	"6,961"	P	1
18564	0.939	172.9	P	0.939
28399	1	"1,610"	P	1
2945	1	"1,069"	P	1
16718	1	"31,229"	P	1
4228	0.981	33.4	P	0.981
11016		23.87	A	1
26746	1	"2,854"	P	1
3790	1	870.8	P	1
17623	1	37.42	P	1
31571	0.746	207.7	P	0.746
9515	0.94	162.6	P	0.94
10210	1.127	129.6	P	1.127
20499		5.045	A	0.695
6058		5.331	A	0.682
10334	1	"8,031"	P	1
7286	0.898	"1,667"	P	0.898
10688	1	74.25	P	1
32473	1.012	53.56	P	1.012
20738	1	583.2	P	1
1370	1.045	504.6	P	1.045
3594	1	"20,870"	P	1
1964	1	573.3	P	1
8142	1	"3,060"	P	1
39263	1	"4,665"	P	1
18455		4.787	A	0.74
28348	1	500.1	P	1
7724	1.122	"4,797"	P	1.122
26612	1	"2,033"	P	1
13330	0.907	"5,536"	P	0.907
2824	1	374.7	P	1
20650	0.961	149.6	P	0.961
12286	0.99	"7,368"	P	0.99
27156	0.928	415.1	P	0.928
542	1	941.6	P	1
20066	0.86	"1,644"	P	0.86
28805	1.109	32.88	P	1.109
10799	1	401.3	P	1
28741	1	"47,787"	P	1
4079		10.19	A	0.874
38436	0.772	144.8	P	0.772
22802	1	"2,809"	P	1
1677		14.19	A	1.234
26117	1.088	"17,056"	P	1.088
19881	0.811	531.8	P	0.811
17196	1	"96,408"	P	1
6141	1	"9,851"	P	1
10254	0.915	494.6	P	0.915
37101	1.034	"2,120"	P	1.034
4010	1	277.5	P	1
22915		17.91	A	0.538
20178	1.045	572.6	P	1.045
8170	0.782	"1,210"	P	0.782
8544	1.357	420.6	P	1.357
17618	0.981	867.1	P	0.981
29526	1.076	"12,014"	P	1.076
18048	1	960.4	P	1
2241		6.202	A	0.71
35687	1.01	730.5	P	1.01
7613	1.025	"12,932"	P	1.025
7672	1	"3,291"	P	1
238	0.841	80.23	P	0.841
474	1	97.99	P	1
18400	1	338.2	P	1
4424		6.93	A	0.668
5046	1	"7,613"	P	1
16286	1	"11,111"	P	1
7820	0.918	406.9	P	0.918
5385		5.288	A	0.735
3003		5.949	A	0.744
29470	1	535.5	P	1
12099	1.023	"2,090"	P	1.023
19806	1	"1,671"	P	1
9868	1	"1,926"	P	1
13269	1.007	629.7	P	1.007
14910		5.142	A	0.78
25293	0.924	"11,056"	P	0.924
30794	0.84	47.08	P	0.84
33439	1	"6,868"	P	1
14095	1	"10,265"	P	1
9050	1.059	"1,358"	P	1.059
28077	0.995	"1,714"	P	0.995
37544	1.078	62.95	P	1.078
20460	1	"5,768"	P	1
3120	1	"7,092"	P	1
32497	1	50.22	P	1
1757		20.76	A	0.877
4565	1	"1,077"	P	1
5163	1.004	"7,091"	P	1.004
16499	1.386	215.3	P	1.386
16589	0.977	"2,055"	P	0.977
9716	1	"42,325"	P	1
16337	0.988	100.6	P	0.988
19769	1	"1,531"	P	1
15929	1.154	"4,228"	P	1.154
8211		16.17	A	0.723
8181	0.851	"3,217"	P	0.851
36113	0.901	"2,510"	P	0.901
16873	1	"3,764"	P	1
23224	1.079	"2,293"	P	1.079
156	0.931	"5,593"	P	0.931
25540	1	326.8	P	1
8738	1	473.3	P	1
6236	1	828.1	P	1
811		5.919	A	0.712
4685		5.727	A	0.775
2292	1	"3,481"	P	1
30837	0.929	"5,966"	P	0.929
14818	1	"6,354"	P	1
8714	1.177	224.1	P	1.177
9501	1.104	"7,206"	P	1.104
21804		9.2	A	1
1177		5.319	A	0.725
15428	1	980.1	P	1
521	1.095	"2,476"	P	1.095
15880	0.977	"8,588"	P	0.977
26420	1.113	"2,214"	P	1.113
26848	1	"2,818"	P	1
2156	1.109	357.1	P	1.109
7712		5.179	A	0.679
28789	1	"9,796"	P	1
17631		5.082	A	0.746
16491	1	58.55	P	1
8973	1.125	340.2	P	1.125
40873	0.56	163.9	P	0.56
265	0.944	888.6	P	0.944
9004	1	"1,980"	P	1
30054	1	91.27	P	1
23960	1.102	311.2	P	1.102
6262	1	91.62	P	1
15842	1.034	614.5	P	1.034
4315	1	"13,494"	P	1
11469		4.702	A	0.697
840	1	"1,547"	P	1
7477		5.493	A	0.714
8598	1	"10,117"	P	1
28850	1	"9,955"	P	1
3362	1.051	361.3	P	1.051
22585	1	"1,723"	P	1
19386	1	191.2	P	1
4419	1	"5,230"	P	1
885	1	"16,542"	P	1
6483	1	286	P	1
13284	0.976	"1,980"	P	0.976
12963	1	"3,311"	P	1
5945		5.229	A	0.67
7257	1	"15,078"	P	1
28096	1.035	"1,371"	P	1.035
10950		4.666	A	0.579
14931	1	219.6	P	1
4866	0.781	40.41	P	0.781
2362	0.941	"4,824"	P	0.941
7229	1	484.8	P	1
12948	1.015	533.2	P	1.015
31549		19.45	A	0.879
8234	0.944	191.4	P	0.944
11055	0.828	281.1	P	0.828
16099	1.078	940.3	P	1.078
4211	0.935	"7,120"	P	0.935
33887	0.844	"1,050"	P	0.844
5636	1	"2,450"	P	1
14011		14.1	A	0.787
7947	1	"9,771"	P	1
5004	1	"37,670"	P	1
34471		5.876	A	0.761
5507	0.987	"4,214"	P	0.987
2880	1	237.6	P	1
8287	1	"10,275"	P	1
1121	0.968	473.2	P	0.968
13236	0.911	"1,074"	P	0.911
35724	0.856	38.34	P	0.856
23020	1	"135,437"	P	1
20125	0.929	"2,847"	P	0.929
14823	0.983	"1,611"	P	0.983
23006	0.897	72.38	P	0.897
13189	1.45	59.56	P	1.45
11940	1.018	"5,593"	P	1.018
11244		6.702	A	0.898
13968	1.181	"27,008"	P	1.181
5216	1	"16,063"	P	1
9963	1	"20,684"	P	1
3386	1.055	102.8	P	1.055
29300	1.411	39.85	P	1.411
24928	1.194	88.84	P	1.194
32223	1	"4,939"	P	1
524	1.096	639.1	P	1.096
16088	1	"3,617"	P	1
718	1	"22,604"	P	1
19578	0.964	"32,972"	P	0.964
9866	0.964	116.2	P	0.964
395		8.28	A	0.929
15716		6.5	A	0.98
15547	1	"3,345"	P	1
9553	1.026	55.5	P	1.026
16940	1.067	"19,276"	P	1.067
21351	1	"1,427"	P	1
28919	1	658	P	1
13272	1.008	"1,667"	P	1.008
8158	0.882	164.8	P	0.882
17131	1	28.21	P	1
8790	0.88	384	P	0.88
26219	0.989	"4,994"	P	0.989
4708		5.931	A	0.737
13532	1	"3,739"	P	1
1068	1.093	90.04	P	1.093
10307	1.179	"2,446"	P	1.179
11981	1.161	89.53	P	1.161
3441	0.718	36.16	P	0.718
925	0.88	"2,888"	P	0.88
37048	1.234	59.49	P	1.234
15010	1.093	765.5	P	1.093
20568	1.344	242.5	P	1.344
20540	1	"3,880"	P	1
25479		4.654	A	0.743
942	1.071	"7,626"	P	1.071
12018		5.096	A	0.733
1770	1	230	P	1
4468	1	"2,129"	P	1
4001	1	"11,325"	P	1
14899	1	"10,277"	P	1
1063	1	"1,354"	P	1
17865	1	450.2	P	1
29253	1.203	44.41	P	1.203
26886	1.318	383.7	P	1.318
33706	1	"1,326"	P	1
14933	1	"4,190"	P	1
31660	1.075	224.3	P	1.075
7951	1.086	164.8	P	1.086
13744		6.254	A	1
11374	1.197	252.8	P	1.197
7670	0.903	909.8	P	0.903
12617	1	"7,056"	P	1
26987	1.007	"7,702"	P	1.007
1767	0.953	"4,990"	P	0.953
6322	1	505.7	P	1
4580	1.092	"13,104"	P	1.092
22081	1	"9,338"	P	1
5914	0.838	"40,534"	P	0.838
5530	1	"5,154"	P	1
24614	0.872	27.53	P	0.872
16231	1	49.47	P	1
32923	1	37.48	P	1
20694	1	35.12	P	1
13009	1	694.9	P	1
5524	1	"1,818"	P	1
6108	1.404	26.36	P	1.404
24606	0.84	154.4	P	0.84
1708	0.994	531.8	P	0.994
13604	0.977	173.4	P	0.977
31484		5.508	A	0.748
3321	0.857	28.96	P	0.857
19814	1	220.9	P	1
4626		5.428	A	0.724
6721	1	213.1	P	1
18939	0.932	293.3	P	0.932
10809	0.975	"3,294"	P	0.975
2668	1	33.02	P	1
21176	1	"1,668"	P	1
10836	1	903.6	P	1
18352	1	601.1	P	1
1811	0.847	149.7	P	0.847
9924	0.767	105.2	P	0.767
17752	1	"3,230"	P	1
14389	1.054	"24,503"	P	1.054
32513	1.132	200.6	P	1.132
3666		5.846	A	0.747
7041	1	"34,039"	P	1
532	1	"1,074"	P	1
9562	0.853	"2,910"	P	0.853
21326	1.002	"1,873"	P	1.002
25402	1	199.4	P	1
17774	1	"1,077"	P	1
36697	1	697.6	P	1
21992	0.975	"129,212"	P	0.975
2157		5.726	A	0.717
28383	1.19	127.4	P	1.19
1549	1	"2,453"	P	1
13027	1.16	50	P	1.16
4012	1	388	P	1
8399	1	453.7	P	1
97	1.168	617.3	P	1.168
1972		7.003	A	0.769
36659		7.102	A	1
3910	1	"11,422"	P	1
4088	1	"2,607"	P	1
20322	0.926	137.2	P	0.926
25575	1.168	189.1	P	1.168
4404		5.224	A	0.69
1508		5.933	A	0.713
31770		15.91	A	1
11585		8.731	A	1
24780		4.626	A	0.739
15222	1.119	205.6	P	1.119
16769	1.158	43.31	P	1.158
3437		6.203	A	0.707
9236	0.907	"3,140"	P	0.907
484	1	875.6	P	1
10808	1.052	51.25	P	1.052
9386	1.176	228.5	P	1.176
21955	1.017	335.4	P	1.017
11849	1.101	"4,722"	P	1.101
16877	1	"46,486"	P	1
2955	1.158	"4,232"	P	1.158
568	1	"23,569"	P	1
11429	1.017	"10,073"	P	1.017
18602	1	"2,363"	P	1
19399		6.813	A	0.967
13044	1	383.7	P	1
13254	0.835	64.94	P	0.835
14230	1	"2,173"	P	1
1628	1	"3,820"	P	1
18500	1.348	63.35	P	1.348
10348	0.917	"17,233"	P	0.917
12357	1	236.5	P	1
17413	0.984	108.9	P	0.984
11711		9.249	A	0.496
33514		16.56	A	1
7959	2.098	25.15	P	2.098
9105	1	272.4	P	1
9915	1.041	"6,456"	P	1.041
4603	1	"1,106"	P	1
27266	1.059	784.5	P	1.059
17389	1.03	"9,708"	P	1.03
7377	1.084	182.4	P	1.084
21323	1	45.04	P	1
4117	0.916	"5,160"	P	0.916
5284	1	"14,745"	P	1
17664		4.677	A	0.699
40176	1.471	40.61	P	1.471
30852	0.921	"13,922"	P	0.921
7502	1	"3,496"	P	1
9299		4.995	A	0.72
17905	1	69.37	P	1
13838	0.967	"12,225"	P	0.967
4573	1	211.8	P	1
23848	1.033	995.9	P	1.033
32627		11.55	A	1.266
2641	1.313	82.14	P	1.313
31702	0.956	33.04	P	0.956
10653	1.026	"16,896"	P	1.026
26682	1.1	"6,458"	P	1.1
15050		15.17	A	1
1888	1	"1,310"	P	1
11346	1.065	"8,863"	P	1.065
5600	1	"2,801"	P	1
21740	1.006	439.4	P	1.006
6851	1.185	244.5	P	1.185
12599	1.021	"2,724"	P	1.021
8152	1	743.5	P	1
8584	0.965	814.7	P	0.965
2402		8.96	A	0.606
3096	1	"1,570"	P	1
1633	0.974	"1,741"	P	0.974
23152	1	"7,434"	P	1
37003	0.918	320.6	P	0.918
1853	1	"10,486"	P	1
37328		5.575	A	0.704
21516	1.048	"4,615"	P	1.048
8837	1.045	"20,772"	P	1.045
24669	1	227.2	P	1
5573	1	"78,905"	P	1
11843	1	"32,304"	P	1
16634	0.845	463	P	0.845
31836	1	"6,610"	P	1
8621	1	"3,711"	P	1
14182		4.601	A	0.704
8791	1	819.3	P	1
10922	1	94.35	P	1
14845		21.38	A	1.224
33891	1.056	"19,363"	P	1.056
14171	0.812	"4,007"	P	0.812
31973	0.969	"1,684"	P	0.969
27355		7.284	A	0.73
28206	0.913	353.2	P	0.913
9633	1	"4,542"	P	1
6240		5.142	A	0.41
1481	1	31.79	P	1
627	1	"16,410"	P	1
13491	1	"4,027"	P	1
12851	0.963	"4,562"	P	0.963
1348	0.942	397.4	P	0.942
16810	1.08	"26,367"	P	1.08
2899		5.71	A	0.75
22593	1.049	"3,741"	P	1.049
18689	1	37.77	P	1
26262	1	651.9	P	1
12525	0.964	"4,923"	P	0.964
9009	0.896	379.7	P	0.896
13302	1	903.5	P	1
13143	0.941	"4,255"	P	0.941
36073	1.024	56.14	P	1.024
25776	1	"7,971"	P	1
15606	1.019	315	P	1.019
3509		6.193	A	0.74
10797	0.604	34.39	P	0.604
15017	1.13	"1,087"	P	1.13
32211	1.007	"9,185"	P	1.007
22391	1	120.4	P	1
14955	0.993	"1,958"	P	0.993
26016	1	822.4	P	1
23814	0.962	"1,493"	P	0.962
22801	1.37	393.5	P	1.37
13136		13.11	A	1
3962	1.078	"1,651"	P	1.078
357	1.027	"2,352"	P	1.027
26025	1.266	113.9	P	1.266
30913	1	"31,038"	P	1
8372	1	45.32	P	1
7129	1.354	68.49	P	1.354
23682		5.25	A	0.879
2445	0.753	54.7	P	0.753
3265	0.998	"6,891"	P	0.998
12325	0.95	"24,128"	P	0.95
2554	1	"14,354"	P	1
2316	1	"5,388"	P	1
11239		6.787	A	0.472
30656		7.052	A	1
24789	0.833	"1,441"	P	0.833
13229	0.889	74.42	P	0.889
2960	1.061	"3,021"	P	1.061
2991	1	"12,188"	P	1
12499	0.887	651.1	P	0.887
12568	1	893.9	P	1
5011	1	"1,484"	P	1
12461	1	155.4	P	1
34994	1.326	82.27	P	1.326
3635	1.649	448	P	1.649
17839	1	"3,425"	P	1
58	1.067	"6,102"	P	1.067
1136	1.116	"4,904"	P	1.116
20524	1	"16,487"	P	1
14346	0.983	"3,519"	P	0.983
2776	1	253.3	P	1
8370	0.99	"5,158"	P	0.99
2534	1	73.04	P	1
20917	1.088	"15,295"	P	1.088
17165	0.996	"3,308"	P	0.996
9489	1.06	"36,498"	P	1.06
32242	1	865.1	P	1
9030	0.946	"11,662"	P	0.946
20005	0.988	527.1	P	0.988
21643		19.57	A	1
24082	1	"11,628"	P	1
7628	1	"2,530"	P	1
29801	1	"14,096"	P	1
17611	0.849	"1,278"	P	0.849
15301	0.851	"1,884"	P	0.851
2619		18.01	A	1
17320		4.634	A	0.703
6547	1.004	"1,227"	P	1.004
26716	0.828	"1,342"	P	0.828
27422	0.992	719.3	P	0.992
7352	0.933	966.5	P	0.933
6290	1	117.2	P	1
8754	1	564.7	P	1
36765		5.73	A	0.722
3819	1	41.33	P	1
24862		5.105	A	0.759
5289	0.846	245.2	P	0.846
34061	1.33	81.42	P	1.33
2473	1	"1,471"	P	1
