Reporter Identifier	VALUE	RAW	FLAGS	UNF_VALUE
2862	1.128	38.74	P	1.128
8443		16.28	A	1.279
999	1	163.9	P	1
2420		10.36	A	0.758
26182	1	"7,558"	P	1
22669	1	49.52	P	1
20903	0.866	"1,298"	P	0.866
4438	1.311	"2,593"	P	1.311
35429	1.08	83.6	P	1.08
24752	0.778	905	P	0.778
2831	1	"2,121"	P	1
12280	1.124	"1,755"	P	1.124
29916	1.094	"12,257"	P	1.094
5596	0.801	"11,648"	P	0.801
3788	1	"16,034"	P	1
10959	0.942	"9,771"	P	0.942
14052	1	"8,513"	P	1
9439		11.75	A	1
25223	0.928	139	P	0.928
4288	0.988	513.2	P	0.988
3078	1	650	P	1
33760	0.823	"8,255"	P	0.823
4712	1.04	568.9	P	1.04
27583	1.094	482.3	P	1.094
2809	0.989	"1,467"	P	0.989
5843	1	148.6	P	1
6582	1.345	"3,334"	P	1.345
5648	1.113	"1,078"	P	1.113
24224	0.976	"8,102"	P	0.976
19383	1.188	"2,232"	P	1.188
2070	1.013	"1,504"	P	1.013
31257	1	"31,234"	P	1
31513		6.25	A	1
9564		18.34	A	1.009
3683	1.175	"3,677"	P	1.175
33676	1.015	"2,693"	P	1.015
22260	0.916	511.7	P	0.916
3647		20.95	A	0.738
15341		19	A	1.673
21411		25.88	A	1
17175	0.955	"3,862"	P	0.955
11371	0.795	494.6	P	0.795
4470	0.8	359.8	P	0.8
35267	1	"4,328"	P	1
4950	0.868	455.6	P	0.868
31116		11.56	A	1.474
5007	1	118.1	P	1
26966	1.096	"1,022"	P	1.096
4570	1	"2,722"	P	1
28356	0.997	"1,403"	P	0.997
5602	1.178	"6,046"	P	1.178
10139	1.074	"1,015"	P	1.074
31275	1.31	"4,323"	P	1.31
458	1.021	"30,851"	P	1.021
538	0.883	"17,505"	P	0.883
18924	0.988	904.5	P	0.988
14632	1.466	167.5	P	1.466
5983	0.94	"9,505"	P	0.94
21805	1	"7,420"	P	1
12272		11.15	A	0.956
12134	0.975	"2,033"	P	0.975
13078	0.837	"1,529"	P	0.837
10951	0.958	443.7	P	0.958
24061	1	193.6	P	1
15821	1	183	P	1
9137	0.921	"1,214"	P	0.921
9060	1.083	"27,449"	P	1.083
8510		8.76	A	1
7634	0.537	168.7	P	0.537
35289		13.62	A	1.078
17142	1	344.3	P	1
1691	1	146.3	P	1
3162	1.112	"1,748"	P	1.112
1311	1	"12,957"	P	1
6387	0.827	266	P	0.827
16534	1	"22,706"	P	1
7409	1.019	"3,232"	P	1.019
6389	1.055	"9,869"	P	1.055
4471	1.146	"5,406"	P	1.146
11473	1.004	169.3	P	1.004
4559	1.045	"1,173"	P	1.045
20116	0.909	"12,659"	P	0.909
23102	0.989	"1,329"	P	0.989
236	1	437.9	P	1
3031	1	233.1	P	1
4075	1.204	"9,001"	P	1.204
35768	1	"4,693"	P	1
1730	1	"17,663"	P	1
16764	1.003	"6,851"	P	1.003
18564	1	180.8	P	1
28399	1.044	"1,649"	P	1.044
2945	1.177	"1,234"	P	1.177
16718	1.01	"30,962"	P	1.01
4228	1.115	37.25	P	1.115
11016		26.65	A	1.138
26746	1.022	"2,861"	P	1.022
3790	1.043	891.6	P	1.043
17623		30.13	A	0.82
31571	1.105	301.6	P	1.105
9515	1	169.8	P	1
10210	1	112.9	P	1
20499		8.004	A	1.124
6058		7.672	A	1
10334	1.15	"9,062"	P	1.15
7286	1	"1,822"	P	1
10688	0.852	62.1	P	0.852
32473	1	51.96	P	1
20738	0.854	488.6	P	0.854
1370	0.839	397.7	P	0.839
3594	1.114	"22,807"	P	1.114
1964	1.251	703.7	P	1.251
8142	0.683	"2,050"	P	0.683
39263	1.157	"5,296"	P	1.157
18455		6.344	A	1
28348	0.938	460.5	P	0.938
7724	0.998	"4,186"	P	0.998
26612	0.96	"1,914"	P	0.96
13330	1	"5,992"	P	1
2824	0.957	351.8	P	0.957
20650	1	152.8	P	1
12286	1	"7,304"	P	1
27156	1.093	479.9	P	1.093
542	0.993	917.2	P	0.993
20066	1.158	"2,171"	P	1.158
28805		12.88	A	0.442
10799	0.743	292.4	P	0.743
28741	0.913	"42,805"	P	0.913
4079		11.45	A	1
38436	1	184	P	1
22802	1.018	"2,806"	P	1.018
1677		11.28	A	1
26117	1	"15,387"	P	1
19881	1	643.3	P	1
17196	0.973	"92,046"	P	0.973
6141	0.98	"9,469"	P	0.98
10254	1	530.2	P	1
37101	1	"2,012"	P	1
4010	0.891	242.6	P	0.891
22915	1	32.66	P	1
20178	0.713	383.4	P	0.713
8170	1.105	"1,677"	P	1.105
8544	1	304	P	1
17618	1.081	937.2	P	1.081
29526	0.888	"9,727"	P	0.888
18048	1.092	"1,029"	P	1.092
2241		30.89	A	3.604
35687	0.712	505.1	P	0.712
7613	0.882	"10,920"	P	0.882
7672	0.927	"2,994"	P	0.927
238	1	93.62	P	1
474	0.859	82.56	P	0.859
18400	0.791	262.7	P	0.791
4424		10.18	A	1
5046	0.935	"6,988"	P	0.935
16286	0.85	"9,262"	P	0.85
7820	1	435.1	P	1
5385		7.064	A	1
3003		7.849	A	1
29470	1.005	528.1	P	1.005
12099	0.848	"1,699"	P	0.848
19806	1.129	"1,852"	P	1.129
9868	1.09	"2,059"	P	1.09
13269	0.404	247.8	P	0.404
14910		6.47	A	1
25293	1	"11,746"	P	1
30794	1.229	67.63	P	1.229
33439	1.157	"7,798"	P	1.157
14095	0.961	"9,682"	P	0.961
9050	1	"1,259"	P	1
28077	1	"1,690"	P	1
37544	1	57.29	P	1
20460	1.033	"5,846"	P	1.033
3120	1.151	"8,008"	P	1.151
32497	1.035	51.02	P	1.035
1757		23.23	A	1
4565	0.957	"1,012"	P	0.957
5163	0.791	"5,482"	P	0.791
16499	0.867	132.2	P	0.867
16589	1.064	"2,197"	P	1.064
9716	1	"41,544"	P	1
16337	1.171	117	P	1.171
19769	0.871	"1,309"	P	0.871
15929	0.972	"3,492"	P	0.972
8211	1.791	39.32	P	1.791
8181	1	"3,708"	P	1
36113	1	"2,733"	P	1
16873	1.213	"4,480"	P	1.213
23224	1	"2,084"	P	1
156	1	"5,895"	P	1
25540	0.906	290.6	P	0.906
8738	1.255	582.7	P	1.255
6236	1.223	993.9	P	1.223
811		8.597	A	1.054
4685		7.253	A	1
2292	1.174	"4,009"	P	1.174
30837	1	"6,298"	P	1
14818	1.071	"6,675"	P	1.071
8714	1	186.8	P	1
9501	0.824	"5,280"	P	0.824
21804		14.36	A	1.591
1177		7.961	A	1.106
15428	1.008	969.8	P	1.008
521	1	"2,218"	P	1
15880	1	"8,628"	P	1
26420	1	"1,953"	P	1
26848	0.843	"2,331"	P	0.843
2156	0.808	255.5	P	0.808
7712		7.516	A	1.004
28789	1.072	"10,300"	P	1.072
17631		6.684	A	1
16491	0.667	38.3	P	0.667
8973	1	296.7	P	1
40873	1.058	303.8	P	1.058
265	1	923.8	P	1
9004	1.052	"2,044"	P	1.052
30054	1.388	124.3	P	1.388
23960	1	277.1	P	1
6262	1.234	110.9	P	1.234
15842	1	583.4	P	1
4315	1.014	"13,422"	P	1.014
11469		6.661	A	1.006
840	0.909	"1,380"	P	0.909
7477		7.552	A	1
8598	0.964	"9,568"	P	0.964
28850	0.963	"9,410"	P	0.963
3362	1	337.4	P	1
22585	0.997	"1,686"	P	0.997
19386	0.867	162.6	P	0.867
4419	1.033	"5,301"	P	1.033
885	1.198	"19,450"	P	1.198
6483	0.666	186.9	P	0.666
13284	1	"1,991"	P	1
12963	0.944	"3,066"	P	0.944
5945		7.657	A	1
7257	1.069	"15,813"	P	1.069
28096	0.724	941.3	P	0.724
10950		10.39	A	1.314
14931	0.896	193	P	0.896
4866	1.111	56.4	P	1.111
2362	1.001	"5,038"	P	1.001
7229	0.856	407.4	P	0.856
12948	1	515.3	P	1
31549		21.72	A	1
8234	1.05	208.8	P	1.05
11055	1.028	342.2	P	1.028
16099	1	856.2	P	1
4211	1	"7,476"	P	1
33887	1	"1,220"	P	1
5636	1.123	"2,700"	P	1.123
14011	1.798	31.62	P	1.798
7947	0.985	"9,448"	P	0.985
5004	1.025	"37,900"	P	1.025
34471		7.576	A	1
5507	1	"4,190"	P	1
2880	1.137	265.1	P	1.137
8287	1.092	"11,010"	P	1.092
1121	1	479.9	P	1
13236	1	"1,158"	P	1
35724	1	43.95	P	1
23020	0.81	"107,622"	P	0.81
20125	1	"3,008"	P	1
14823	1	"1,607"	P	1
23006	1.199	94.97	P	1.199
13189	1	40.31	P	1
11940	0.908	"4,891"	P	0.908
11244		7.325	A	1
13968	0.94	"21,091"	P	0.94
5216	1.12	"17,652"	P	1.12
9963	0.891	"18,092"	P	0.891
3386	1	95.59	P	1
29300		19.08	A	0.689
24928	1	72.99	P	1
32223	1.012	"4,906"	P	1.012
524	1	572.5	P	1
16088	1.146	"4,066"	P	1.146
718	0.973	"21,581"	P	0.973
19578	1	"33,551"	P	1
9866	1	118.3	P	1
395		8.75	A	1
15716		6.508	A	1
15547	1.065	"3,496"	P	1.065
9553	0.955	50.7	P	0.955
16940	1	"17,727"	P	1
21351	1.104	"1,545"	P	1.104
28919	1.031	665.7	P	1.031
13272	1	"1,622"	P	1
8158	1.012	185.5	P	1.012
17131	1.511	41.81	P	1.511
8790	1	428.2	P	1
26219	1.082	"5,359"	P	1.082
4708		7.893	A	1
13532	1.057	"3,878"	P	1.057
1068	0.766	61.88	P	0.766
10307	1	"2,036"	P	1
11981	0.818	61.92	P	0.818
3441	2.058	101.7	P	2.058
925	1.069	"3,443"	P	1.069
37048	0.976	46.16	P	0.976
15010	1	687.5	P	1
20568	1	177	P	1
20540	0.852	"3,245"	P	0.852
25479		6.15	A	1
942	0.903	"6,312"	P	0.903
12018		6.825	A	1
1770	0.917	207	P	0.917
4468	1.12	"2,339"	P	1.12
4001	0.999	"11,104"	P	0.999
14899	1.044	"10,526"	P	1.044
1063	0.918	"1,220"	P	0.918
17865	0.979	432.6	P	0.979
29253	1	36.23	P	1
26886	1	285.6	P	1
33706	0.963	"1,252"	P	0.963
14933	1.088	"4,472"	P	1.088
31660	0.952	195	P	0.952
7951	1	148.9	P	1
13744		7.556	A	1.231
11374	0.889	184.3	P	0.889
7670	1	988.1	P	1
12617	0.881	"6,099"	P	0.881
26987	0.96	"7,200"	P	0.96
1767	1	"5,140"	P	1
6322	1.008	500.4	P	1.008
4580	0.992	"11,689"	P	0.992
22081	0.903	"8,273"	P	0.903
5914	1.153	"54,745"	P	1.153
5530	0.831	"4,204"	P	0.831
24614	1	30.97	P	1
16231	0.923	44.8	P	0.923
32923		12.88	A	0.35
20694	0.921	31.73	P	0.921
13009	0.691	471.3	P	0.691
5524	0.97	"1,730"	P	0.97
6108		18.42	A	1
24606	1.128	203.6	P	1.128
1708	1.158	608.1	P	1.158
13604	1	174.1	P	1
31484		7.23	A	1
3321	1.15	38.11	P	1.15
19814	0.961	208.2	P	0.961
4626		7.361	A	1
6721	0.834	174.3	P	0.834
18939	1.004	310.2	P	1.004
10809	1	"3,317"	P	1
2668		25.85	A	0.798
21176	0.962	"1,574"	P	0.962
10836	1.083	960.6	P	1.083
18352	1.056	622.6	P	1.056
1811	1	173.6	P	1
9924	1	134.6	P	1
17752	1.072	"3,397"	P	1.072
14389	0.925	"21,108"	P	0.925
32513	0.796	138.4	P	0.796
3666		7.675	A	1
7041	0.649	"21,670"	P	0.649
532	1.06	"1,117"	P	1.06
9562	1	"3,347"	P	1
21326	0.883	"1,620"	P	0.883
25402	0.89	174.1	P	0.89
17774	1.244	"1,315"	P	1.244
36697	1.087	743.7	P	1.087
21992	1	"130,055"	P	1
2157		13.68	A	1.746
28383	1	105	P	1
1549	1.012	"2,436"	P	1.012
13027		15.18	A	0.359
4012	0.883	336.4	P	0.883
8399	1.708	760.6	P	1.708
97	0.921	477.3	P	0.921
1972		8.937	A	1
36659		6.856	A	0.984
3910	1.064	"11,931"	P	1.064
4088	1.075	"2,749"	P	1.075
20322	1	145.3	P	1
25575	1	158.8	P	1
4404		7.916	A	1.065
1508		8.16	A	1
31770		21.58	A	1.382
11585		6.714	A	0.784
24780		6.14	A	1
15222	0.849	153	P	0.849
16769	1	36.7	P	1
3437		12.24	A	1.422
9236	1	"3,397"	P	1
484	0.957	822.5	P	0.957
10808	0.796	38.04	P	0.796
9386	1	190.7	P	1
21955	0.971	314.2	P	0.971
11849	0.844	"3,550"	P	0.844
16877	0.975	"44,455"	P	0.975
2955	1	"3,586"	P	1
568	0.959	"22,185"	P	0.959
11429	1	"9,721"	P	1
18602	1.3	"3,015"	P	1.3
19399		6.917	A	1
13044	0.885	333.2	P	0.885
13254	1	76.33	P	1
14230	1.196	"2,550"	P	1.196
1628	1.064	"3,989"	P	1.064
18500	0.819	37.77	P	0.819
10348	1	"18,433"	P	1
12357	1.061	246.1	P	1.061
17413	1	108.5	P	1
11711		18.83	A	1.029
33514		20.38	A	1.254
7959		11.77	A	1
9105	0.758	202.6	P	0.758
9915	0.921	"5,604"	P	0.921
4603	0.88	955	P	0.88
27266	0.897	651.5	P	0.897
17389	1	"9,251"	P	1
7377	0.822	135.6	P	0.822
21323	0.793	35.05	P	0.793
4117	1	"5,526"	P	1
5284	0.937	"13,555"	P	0.937
17664		8.517	A	1.298
40176		21.06	A	0.777
30852	1.132	"16,790"	P	1.132
7502	0.83	"2,847"	P	0.83
9299		6.803	A	1
17905	1.316	89.59	P	1.316
13838	1.254	"15,557"	P	1.254
4573	0.857	178.1	P	0.857
23848	0.909	859.2	P	0.909
32627		8.955	A	1
2641	1	61.41	P	1
31702	1.061	35.98	P	1.061
10653	0.984	"15,903"	P	0.984
26682	0.907	"5,227"	P	0.907
15050		10.71	A	0.719
1888	1.412	"1,816"	P	1.412
11346	1	"8,167"	P	1
5600	0.933	"2,564"	P	0.933
21740	0.947	406.1	P	0.947
6851	0.543	110	P	0.543
12599	1	"2,617"	P	1
8152	1.001	730.5	P	1.001
8584	1	828.1	P	1
2402		14.51	A	1
3096	1.097	"1,690"	P	1.097
1633	1	"1,753"	P	1
23152	1.025	"7,477"	P	1.025
37003	1.183	405.5	P	1.183
1853	1.03	"10,595"	P	1.03
37328		20.53	A	2.643
21516	1	"4,322"	P	1
8837	0.884	"17,239"	P	0.884
24669	1.185	264.2	P	1.185
5573	0.878	"67,984"	P	0.878
11843	1.163	"36,867"	P	1.163
16634	1.103	593.1	P	1.103
31836	0.928	"6,019"	P	0.928
8621	1.134	"4,128"	P	1.134
14182		8.482	A	1.322
8791	0.828	665.7	P	0.828
10922	1.13	104.6	P	1.13
14845		17.15	A	1
33891	1	"17,998"	P	1
14171	1	"4,843"	P	1
31973	1.186	"2,022"	P	1.186
27355		9.793	A	1
28206	1.009	383.2	P	1.009
9633	0.907	"4,041"	P	0.907
6240		24.84	A	2.02
1481		19.34	A	0.62
627	1.186	"19,105"	P	1.186
13491	1.027	"4,060"	P	1.027
12851	1.23	"5,716"	P	1.23
1348	1.244	515.2	P	1.244
16810	0.925	"22,174"	P	0.925
2899		7.652	A	1.024
22593	0.918	"3,214"	P	0.918
18689		28.72	A	0.775
26262	1.224	782.9	P	1.224
12525	1	"5,011"	P	1
9009	1.251	520	P	1.251
13302	0.834	739.6	P	0.834
13143	1.147	"5,091"	P	1.147
36073	1	53.79	P	1
25776	0.904	"7,074"	P	0.904
15606	0.86	260.7	P	0.86
3509		8.208	A	1
10797	1.02	56.98	P	1.02
15017	1	944.2	P	1
32211	0.95	"8,503"	P	0.95
22391	0.637	75.24	P	0.637
14955	1	"1,934"	P	1
26016	0.999	806.1	P	0.999
23814	1	"1,522"	P	1
22801	1	281.9	P	1
13136		18.86	A	1.466
3962	0.802	"1,206"	P	0.802
357	1	"2,248"	P	1
26025	0.879	77.56	P	0.879
30913	0.802	"24,422"	P	0.802
8372		30.82	A	0.693
7129	0.873	43.32	P	0.873
23682		5.859	A	1
2445	1.009	71.98	P	1.009
3265	1	"6,776"	P	1
12325	1	"24,934"	P	1
2554	0.932	"13,127"	P	0.932
2316	0.75	"3,965"	P	0.75
11239		14.89	A	1.055
30656		7.977	A	1.153
24789	1	"1,698"	P	1
13229	1	82.11	P	1
2960	1	"2,795"	P	1
2991	1.304	"15,593"	P	1.304
12499	1	719.9	P	1
12568	0.935	819.7	P	0.935
5011	0.92	"1,341"	P	0.92
12461	1.033	157.5	P	1.033
34994	0.763	46.48	P	0.763
3635	0.913	243.3	P	0.913
17839	1.1	"3,698"	P	1.1
58	1	"5,611"	P	1
1136	0.723	"3,114"	P	0.723
20524	1.025	"16,578"	P	1.025
14346	1.089	"3,822"	P	1.089
2776	1.087	270.3	P	1.087
8370	1	"5,110"	P	1
2534	1.052	75.38	P	1.052
20917	1	"13,790"	P	1
17165	1.089	"3,548"	P	1.089
9489	0.984	"33,245"	P	0.984
32242	1.046	888.3	P	1.046
9030	1	"12,091"	P	1
20005	1	523.6	P	1
21643		16.93	A	0.882
24082	0.868	"9,902"	P	0.868
7628	1.373	"3,408"	P	1.373
29801	0.959	"13,270"	P	0.959
17611	1.621	"2,393"	P	1.621
