Reporter Identifier	VALUE	RAW	FLAGS	UNF_VALUE
19005	0.791	241.7	P	0.791
11193	0.853	835.9	P	0.853
1795	0.651	"6,605"	P	0.651
1907	1.171	25.45	P	1.171
7429	0.62	"1,856"	P	0.62
20060	2.324	"16,536"	P	2.324
21859	0.956	591.3	P	0.956
18258	0.854	"20,259"	P	0.854
5532	0.477	20.92	P	0.477
11116	0.36	19.88	P	0.36
9512		5.146	A	0.548
6049	1.026	"102,008"	P	1.026
29917	0.822	"2,566"	P	0.822
23210	0.854	"38,714"	P	0.854
2986		17.51	A	0.443
34874	0.969	42.91	P	0.969
2647	1.62	"2,630"	P	1.62
9444	1.325	"2,410"	P	1.325
4557	0.851	361.5	P	0.851
3710		8.645	A	1.038
13079	0.983	77.5	P	0.983
20739	0.632	30.23	P	0.632
22430	1.219	"178,919"	P	1.219
17556	1.845	87.53	P	1.845
20416	0.553	107.3	P	0.553
11219	0.825	"8,885"	P	0.825
12785	0.811	402.2	P	0.811
3322	1.494	"1,004"	P	1.494
3655	0.953	"7,977"	P	0.953
894	0.567	957.3	P	0.567
34335		16.1	A	1.688
28190	1.226	"9,044"	P	1.226
22602	2.684	"3,488"	P	2.684
8664	0.488	39.23	P	0.488
7275	2.468	"22,553"	P	2.468
22044	1.204	"2,622"	P	1.204
2793	1.581	"2,198"	P	1.581
7195		3.811	A	0.457
27041	1.607	208.4	P	1.607
9644	0.592	"1,090"	P	0.592
15884	0.47	273.1	P	0.47
713		4.436	A	0.479
1570	1.882	"47,934"	P	1.882
24507	0.768	187.4	P	0.768
31064		10.99	A	0.524
1091	0.556	94.99	P	0.556
2477	1.311	"3,812"	P	1.311
35276	1.597	"3,735"	P	1.597
16874	1.422	248.7	P	1.422
8057	1.276	404.8	P	1.276
18309	0.968	342.8	P	0.968
19463	0.598	673.3	P	0.598
13571	1.367	"4,414"	P	1.367
17783	0.747	"3,795"	P	0.747
1480	1.044	385.9	P	1.044
12973	0.664	"19,755"	P	0.664
8750		4.055	A	0.465
8547	0.816	31.59	P	0.816
22640	1.181	"17,242"	P	1.181
15569		4.392	A	0.579
19956	1.27	"1,244"	P	1.27
20706	1.781	"1,452"	P	1.781
13944	1.809	930.7	P	1.809
804	1.169	"42,561"	P	1.169
44581	0.861	"1,109"	P	0.861
1914	0.746	"2,641"	P	0.746
17433	0.59	"6,352"	P	0.59
33513		10.06	A	1.227
6682	0.714	205	P	0.714
19327	2.883	23.79	P	2.883
3131		7.062	A	0.899
26566		3.412	A	0.508
13775	0.774	38.68	P	0.774
30169	1.318	"3,664"	P	1.318
7074	0.758	"7,197"	P	0.758
11717	20.84	"6,950"	P	20.84
5164	1.195	185.8	P	1.195
10024	1.058	107.7	P	1.058
2954	1.498	565.7	P	1.498
31196	3.802	"2,316"	P	3.802
9694	1.601	334.4	P	1.601
30883	0.948	"2,925"	P	0.948
8036	2.256	27.29	P	2.256
16999	0.489	262.8	P	0.489
31305	1.199	"16,007"	P	1.199
6223	1.008	"2,432"	P	1.008
7870	0.331	433.5	P	0.331
25261	0.777	"2,657"	P	0.777
12661	0.783	"21,168"	P	0.783
9397	1.085	488	P	1.085
5804	0.989	"16,860"	P	0.989
1085	4.189	"11,769"	P	4.189
121	1.038	"1,703"	P	1.038
26195	0.764	56.23	P	0.764
5937	1.075	"1,692"	P	1.075
7113	0.955	"4,326"	P	0.955
4292	1.031	"13,806"	P	1.031
15959	0.568	116.1	P	0.568
28402	0.875	276.3	P	0.875
10621	1.232	209.9	P	1.232
25679	1.145	"2,492"	P	1.145
1643	0.786	647.7	P	0.786
6152	0.944	"3,640"	P	0.944
2711	1.191	138.9	P	1.191
13024	1.287	"11,775"	P	1.287
20166		3.698	A	0.505
4425	1.577	253.7	P	1.577
7299		7.552	A	0.998
24109	0.816	118.4	P	0.816
19527		8.131	A	1.099
16298	1.128	"1,180"	P	1.128
1280	0.841	"10,257"	P	0.841
23381	0.836	795.5	P	0.836
3342		4.187	A	0.484
18112	2.299	17.56	P	2.299
13043	0.553	"4,074"	P	0.553
17845	1.379	"13,471"	P	1.379
12627	0.847	"9,199"	P	0.847
45		6.07	A	0.722
11686	0.763	62.1	P	0.763
10887	1.647	"6,138"	P	1.647
9349	5.922	"5,269"	P	5.922
25757	1.039	368.5	P	1.039
29496	1.414	834.1	P	1.414
15728		4.1	A	0.489
16609	0.811	"11,846"	P	0.811
862	0.926	260.5	P	0.926
2865	0.825	"14,634"	P	0.825
22200	1.638	19.74	P	1.638
30456	0.528	"7,562"	P	0.528
3841	1.175	117.6	P	1.175
1264	3.844	451.9	P	3.844
2032	0.914	"11,837"	P	0.914
17111		7.96	A	0.948
32559	0.753	250.7	P	0.753
15675	0.87	"1,407"	P	0.87
6090	3.092	36.06	P	3.092
15343	1.518	87.6	P	1.518
17422		6.906	A	0.887
32525	1.876	"5,951"	P	1.876
4639	0.749	56.72	P	0.749
10123	0.638	66.28	P	0.638
2750	0.8	866.1	P	0.8
17936	2.321	127.1	P	2.321
4621	1.45	"39,299"	P	1.45
8136	1.142	82.23	P	1.142
309	1.495	"1,504"	P	1.495
20509	0.504	"7,589"	P	0.504
13936		14.31	A	0.609
61	1.024	"3,194"	P	1.024
7287	1.621	"7,140"	P	1.621
41946	0.814	"4,661"	P	0.814
34028	1.123	148.7	P	1.123
13687	0.707	"2,212"	P	0.707
4846	0.394	339.2	P	0.394
29521	0.773	284.1	P	0.773
18813	1.011	"5,187"	P	1.011
2724	0.759	540.6	P	0.759
1198	1.862	"2,537"	P	1.862
5207	2.554	155.9	P	2.554
2372	0.824	"2,118"	P	0.824
3084	0.715	"2,821"	P	0.715
26222	0.923	"3,402"	P	0.923
5233	1.302	"24,083"	P	1.302
32326	0.474	"36,376"	P	0.474
3329	2.566	"3,681"	P	2.566
28015	0.833	204.6	P	0.833
14307	0.114	211.4	P	0.114
21201		10.29	A	1.129
7684	0.845	"5,652"	P	0.845
28979	1.318	"1,040"	P	1.318
13730	0.196	22.09	P	0.196
5487	1.895	"3,860"	P	1.895
28394	0.535	987	P	0.535
36736	3.374	27.88	P	3.374
10699	1.153	101.3	P	1.153
22104	1.522	"1,141"	P	1.522
7980	6.382	"1,207"	P	6.382
4444	0.861	645.2	P	0.861
10166	0.592	"6,929"	P	0.592
11674	1.39	"9,829"	P	1.39
4767	15.66	"11,702"	P	15.66
4931	0.711	"6,355"	P	0.711
16677	0.726	720.8	P	0.726
7570		3.907	A	0.482
3279	0.722	"1,891"	P	0.722
13498	0.82	"8,108"	P	0.82
8908	1.097	352.8	P	1.097
7015	0.542	"4,705"	P	0.542
29272	1.509	19.31	P	1.509
2270	0.947	"8,650"	P	0.947
21522	1.121	"1,394"	P	1.121
19884	0.946	"3,635"	P	0.946
12952		15.89	A	0.505
6091		9.143	A	0.633
22868	1.532	"9,510"	P	1.532
32089		11.77	A	1.433
27729		3.634	A	0.443
14700	0.878	"2,646"	P	0.878
11419	2.109	36.48	P	2.109
25840	0.514	56.42	P	0.514
30806	0.885	"1,081"	P	0.885
19859	1.075	"4,630"	P	1.075
142	1.118	178.2	P	1.118
9465	1.197	"1,506"	P	1.197
3440	1.102	"4,029"	P	1.102
9795	1.226	576.5	P	1.226
15990	0.798	"3,076"	P	0.798
27933	1.495	"7,641"	P	1.495
22099	1.116	64.82	P	1.116
5537	0.97	"1,311"	P	0.97
12075		3.935	A	0.49
28577	1.992	116.5	P	1.992
9324	0.922	891.8	P	0.922
15330	2.266	20.89	P	2.266
35234	0.978	"20,221"	P	0.978
443	0.851	"2,891"	P	0.851
2589	0.761	"3,787"	P	0.761
1180	1.086	"4,405"	P	1.086
16668	0.595	527.2	P	0.595
30329	1.015	"41,486"	P	1.015
6360	1.303	455	P	1.303
11324	2.336	"1,012"	P	2.336
25326	3.656	"3,970"	P	3.656
1879	1.875	755.3	P	1.875
18306	0.984	"1,140"	P	0.984
21726	1.36	"21,847"	P	1.36
25145	0.571	"6,616"	P	0.571
11150	1.058	"15,006"	P	1.058
32030	1.135	19.25	P	1.135
6786	0.946	"9,675"	P	0.946
7658	0.99	"40,668"	P	0.99
9128	0.505	53.49	P	0.505
10530	0.371	57.41	P	0.371
14212	0.297	"8,069"	P	0.297
12604		3.567	A	0.491
3821	1.367	"11,095"	P	1.367
21093	2.88	995.1	P	2.88
14820	0.656	989.8	P	0.656
16473		12.06	A	1.337
25444	0.743	26.68	P	0.743
3687	1.026	300.2	P	1.026
7402	0.782	38.04	P	0.782
9544		7.589	A	0.977
19971	1.164	"88,121"	P	1.164
20623	1.237	552.8	P	1.237
5970	0.743	"4,827"	P	0.743
298	0.888	131.9	P	0.888
5985	1.074	"4,485"	P	1.074
7955	0.603	"2,032"	P	0.603
21051	0.602	"18,561"	P	0.602
5984	1.134	"78,927"	P	1.134
22694	0.667	276.8	P	0.667
1952	2.343	116.3	P	2.343
32715	1.12	"19,371"	P	1.12
28185	1.172	56.12	P	1.172
24012	1.513	"28,865"	P	1.513
3070	1.574	461.3	P	1.574
5906	1.176	601.7	P	1.176
3212	0.193	91.87	P	0.193
10412	2.511	"17,284"	P	2.511
13051	1.955	542.8	P	1.955
37499	0.933	"210,210"	P	0.933
535		4.275	A	0.497
31386		3.936	A	0.492
1257	1.167	243.4	P	1.167
4191	0.633	34.47	P	0.633
6895	1.119	"269,644"	P	1.119
5576	0.8	"27,971"	P	0.8
26849	1.059	"30,741"	P	1.059
2862	4.403	170.6	P	4.403
8443	1.5	21.54	P	1.5
999	2.009	371.3	P	2.009
2420		12.56	A	0.814
26182	1.03	"8,784"	P	1.03
22669	2.894	161.6	P	2.894
20903	0.797	"1,346"	P	0.797
4438	0.861	"1,921"	P	0.861
35429	1.039	90.77	P	1.039
24752	0.777	"1,019"	P	0.777
2831	0.676	"1,617"	P	0.676
12280	1.334	"2,349"	P	1.334
29916	1.104	"13,952"	P	1.104
5596	0.753	"12,350"	P	0.753
3788	0.874	"15,813"	P	0.874
10959	0.565	"6,604"	P	0.565
14052	1.45	"13,922"	P	1.45
9439	3.009	39.87	P	3.009
25223	0.942	159.1	P	0.942
4288	0.506	296.2	P	0.506
3078	0.603	441.9	P	0.603
33760	0.653	"7,382"	P	0.653
4712	0.953	588.4	P	0.953
27583	1.452	722.3	P	1.452
2809	1.307	"2,187"	P	1.307
5843	0.794	133.1	P	0.794
6582	0.702	"1,962"	P	0.702
5648	1.919	"2,095"	P	1.919
24224	1.186	"11,110"	P	1.186
19383	1.862	"3,945"	P	1.862
2070	0.705	"1,180"	P	0.705
31257	0.74	"26,070"	P	0.74
31513		3.56	A	0.505
9564		9.136	A	0.446
3683	1.599	"5,644"	P	1.599
33676	0.633	"1,894"	P	0.633
22260	0.505	318	P	0.505
3647	0.757	24.24	P	0.757
15341		14.64	A	1.143
21411	1.002	29.25	P	1.002
17175	1.219	"5,557"	P	1.219
11371	1.113	781.3	P	1.113
4470	0.89	451.4	P	0.89
35267	2.237	"10,918"	P	2.237
4950	1.333	789.4	P	1.333
31116		5.1	A	0.577
5007	1.019	135.7	P	1.019
26966	1.992	"2,096"	P	1.992
4570	0.814	"2,498"	P	0.814
28356	0.644	"1,023"	P	0.644
5602	0.76	"4,397"	P	0.76
10139	1.198	"1,277"	P	1.198
31275	1.151	"4,287"	P	1.151
458	1.161	"39,571"	P	1.161
538	0.601	"13,438"	P	0.601
18924	0.779	804.5	P	0.779
14632	6.711	864.9	P	6.711
5983	0.986	"11,238"	P	0.986
21805	0.937	"7,838"	P	0.937
12272	4.084	53.73	P	4.084
12134	0.647	"1,522"	P	0.647
13078	0.675	"1,391"	P	0.675
10951	0.706	368.7	P	0.706
24061	1.371	299.3	P	1.371
15821	1.287	265.6	P	1.287
9137	0.931	"1,385"	P	0.931
9060	0.989	"28,281"	P	0.989
8510		3.937	A	0.398
7634	0.781	276.8	P	0.781
35289		9.185	A	0.645
17142	1.046	406	P	1.046
1691	1.237	204.1	P	1.237
3162	0.274	485.4	P	0.274
1311	1.775	"25,933"	P	1.775
6387	0.622	225.8	P	0.622
16534	1.12	"28,691"	P	1.12
7409	1.594	"5,705"	P	1.594
6389	0.958	"10,113"	P	0.958
4471	1.453	"7,731"	P	1.453
11473	0.91	173.1	P	0.91
4559	0.951	"1,203"	P	0.951
20116	0.945	"14,838"	P	0.945
23102	0.526	796.8	P	0.526
236	0.646	319.2	P	0.646
3031	1.501	394.6	P	1.501
4075	1.583	"13,342"	P	1.583
35768	1.032	"5,463"	P	1.032
1730	0.644	"12,825"	P	0.644
16764	1.76	"13,557"	P	1.76
18564	1.1	224.3	P	1.1
28399	2.026	"3,610"	P	2.026
2945	1.059	"1,253"	P	1.059
16718	0.926	"32,013"	P	0.926
4228	1.45	54.65	P	1.45
11016	2.648	69.93	P	2.648
26746	0.825	"2,606"	P	0.825
3790	1.967	"1,896"	P	1.967
17623	0.926	38.36	P	0.926
31571	0.907	279.3	P	0.907
9515	0.713	136.6	P	0.713
10210	1.035	131.8	P	1.035
20499		3.765	A	0.469
6058	2.922	25.28	P	2.922
10334	1.357	"12,057"	P	1.357
7286	1.088	"2,235"	P	1.088
10688	0.528	43.36	P	0.528
32473	1.51	88.46	P	1.51
20738	0.98	632.4	P	0.98
1370	0.896	479.1	P	0.896
3594	1.279	"29,553"	P	1.279
1964	1.348	855.4	P	1.348
8142	0.626	"2,121"	P	0.626
39263	0.961	"4,962"	P	0.961
18455		3.582	A	0.501
28348	0.878	485.8	P	0.878
7724	0.663	"3,138"	P	0.663
26612	1.021	"2,297"	P	1.021
13330	1.296	"8,759"	P	1.296
2824	0.535	221.7	P	0.535
20650	0.653	112.5	P	0.653
12286	1.134	"9,344"	P	1.134
27156	1.076	532.8	P	1.076
542	1.552	"1,618"	P	1.552
20066	1.38	"2,919"	P	1.38
28805		5.994	A	0.183
10799	1.054	468	P	1.054
28741	0.852	"45,045"	P	0.852
4079		7.1	A	0.55
38436	0.861	178.7	P	0.861
22802	0.818	"2,544"	P	0.818
1677		7.268	A	0.571
26117	1.509	"26,189"	P	1.509
19881	0.59	428.2	P	0.59
17196	1.091	"116,460"	P	1.091
6141	0.91	"9,918"	P	0.91
10254	0.774	462.8	P	0.774
37101	1.193	"2,706"	P	1.193
4010	1.623	498.3	P	1.623
22915	0.974	35.86	P	0.974
20178	0.961	582.6	P	0.961
8170	0.519	889	P	0.519
8544	1.705	584.8	P	1.705
17618	0.997	975	P	0.997
29526	0.762	"9,409"	P	0.762
18048	1.077	"1,144"	P	1.077
2241		12.17	A	1.259
35687	0.837	670.4	P	0.837
7613	0.961	"13,421"	P	0.961
7672	0.764	"2,784"	P	0.764
238	3.947	416.8	P	3.947
474	1.306	141.6	P	1.306
18400	0.955	357.6	P	0.955
4424		8.307	A	0.723
5046	0.962	"8,106"	P	0.962
16286	0.675	"8,295"	P	0.675
7820	3.103	"1,523"	P	3.103
5385		3.888	A	0.488
3003		4.316	A	0.488
29470	0.896	530.9	P	0.896
12099	1.056	"2,388"	P	1.056
19806	0.587	"1,085"	P	0.587
9868	1.367	"2,913"	P	1.367
13269	0.215	148.8	P	0.215
14910		4.808	A	0.659
25293	0.876	"11,602"	P	0.876
30794	0.6	37.23	P	0.6
33439	0.978	"7,435"	P	0.978
14095	0.712	"8,086"	P	0.712
9050	1.138	"1,616"	P	1.138
28077	1.194	"2,276"	P	1.194
37544	1.103	71.28	P	1.103
20460	1.255	"8,009"	P	1.255
3120	0.929	"7,289"	P	0.929
32497	0.689	38.28	P	0.689
1757	1.195	31.32	P	1.195
4565	0.804	958.2	P	0.804
5163	0.771	"6,028"	P	0.771
16499	1.366	234.8	P	1.366
16589	1.104	"2,571"	P	1.104
9716	0.514	"24,062"	P	0.514
16337	0.96	108.2	P	0.96
19769	1.007	"1,707"	P	1.007
15929	0.804	"3,260"	P	0.804
8211	1.88	46.55	P	1.88
8181	0.709	"2,967"	P	0.709
36113	1.193	"3,676"	P	1.193
16873	2.482	"10,341"	P	2.482
23224	0.881	"2,072"	P	0.881
156	1.259	"8,367"	P	1.259
25540	0.264	95.52	P	0.264
8738	1.262	660.9	P	1.262
6236	1.399	"1,282"	P	1.399
811		4.357	A	0.474
4685		4.062	A	0.497
2292	4.478	"17,249"	P	4.478
30837	1.206	"8,570"	P	1.206
14818	1.385	"9,740"	P	1.385
8714	2.051	432.1	P	2.051
9501	0.781	"5,639"	P	0.781
21804		9.654	A	0.948
1177		6.599	A	0.813
15428	0.949	"1,029"	P	0.949
521	1.004	"2,513"	P	1.004
15880	0.836	"8,135"	P	0.836
26420	0.209	459.3	P	0.209
26848	0.743	"2,318"	P	0.743
2156	0.904	322.1	P	0.904
7712		3.826	A	0.453
28789	0.828	"8,977"	P	0.828
17631		3.829	A	0.508
16491	0.782	50.65	P	0.782
8973	0.688	230.1	P	0.688
40873	0.739	239.2	P	0.739
265	3.457	"3,602"	P	3.457
9004	2.123	"4,652"	P	2.123
30054	1.146	115.7	P	1.146
23960	2.348	733.9	P	2.348
6262	2	202.8	P	2
15842	0.969	637.6	P	0.969
4315	0.781	"11,670"	P	0.781
11469		3.511	A	0.47
840	0.895	"1,532"	P	0.895
7477		4.009	A	0.471
8598	0.702	"7,856"	P	0.702
28850	0.854	"9,408"	P	0.854
3362	5.978	"2,274"	P	5.978
22585	0.807	"1,538"	P	0.807
19386	1.219	257.8	P	1.219
4419	0.912	"5,279"	P	0.912
885	0.44	"8,063"	P	0.44
6483	1.077	340.8	P	1.077
13284	1.273	"2,859"	P	1.273
12963	1.089	"3,991"	P	1.089
5945		3.939	A	0.456
7257	0.959	"16,006"	P	0.959
28096	0.926	"1,358"	P	0.926
10950		5.679	A	0.637
14931	0.969	235.5	P	0.969
4866		6.548	A	0.114
2362	0.719	"4,083"	P	0.719
7229	0.566	303.8	P	0.566
12948	0.925	537.4	P	0.925
31549	7.971	195.3	P	7.971
8234	0.737	165.3	P	0.737
11055	0.809	304	P	0.809
16099	0.813	785.5	P	0.813
4211	0.839	"7,077"	P	0.839
33887	1.251	"1,722"	P	1.251
5636	1.491	"4,042"	P	1.491
14011	0.863	17.11	P	0.863
7947	0.937	"10,129"	P	0.937
5004	1.068	"44,519"	P	1.068
34471		4.22	A	0.494
5507	0.752	"3,554"	P	0.752
2880	0.956	251.4	P	0.956
8287	1.026	"11,671"	P	1.026
1121	0.339	183.6	P	0.339
13236	1.546	"2,018"	P	1.546
35724		15.83	A	0.319
23020	1.26	"188,826"	P	1.26
20125	1.142	"3,875"	P	1.142
14823	0.859	"1,556"	P	0.859
23006	1.681	150.2	P	1.681
13189	1.536	69.82	P	1.536
11940	0.862	"5,240"	P	0.862
11244	3.861	31.9	P	3.861
13968	1.389	"35,174"	P	1.389
5216	1.146	"20,368"	P	1.146
9963	0.847	"19,400"	P	0.847
3386	0.678	73.11	P	0.678
29300	0.972	30.38	P	0.972
24928	1.6	131.8	P	1.6
32223	1.116	"6,103"	P	1.116
524	0.687	443.6	P	0.687
16088	1.005	"4,024"	P	1.005
718	0.945	"23,640"	P	0.945
19578	0.581	"21,966"	P	0.581
9866	1.189	158.6	P	1.189
395	3.992	39.4	P	3.992
15716		3.586	A	0.489
15547	0.588	"2,178"	P	0.588
9553	1.708	102.3	P	1.708
16940	0.981	"19,614"	P	0.981
21351	0.946	"1,494"	P	0.946
28919	0.81	590.2	P	0.81
13272	1.232	"2,254"	P	1.232
8158	0.891	184.2	P	0.891
17131	21.43	669.1	P	21.43
8790	0.671	324	P	0.671
26219	1.051	"5,872"	P	1.051
4708		4.464	A	0.501
13532	1.091	"4,515"	P	1.091
1068	0.924	84.23	P	0.924
10307	2.172	"4,989"	P	2.172
11981		8.174	A	0.0958
3441	1.031	57.49	P	1.031
925	0.921	"3,346"	P	0.921
37048	1.58	84.29	P	1.58
15010	1.072	831.5	P	1.072
20568	1.168	233.2	P	1.168
20540	0.513	"2,201"	P	0.513
25479		5.667	A	0.817
942	0.8	"6,307"	P	0.8
12018		3.739	A	0.486
1770	1.397	355.6	P	1.397
4468	1.448	"3,411"	P	1.448
4001	1.343	"16,839"	P	1.343
14899	2.818	"32,048"	P	2.818
1063	0.913	"1,367"	P	0.913
17865	0.7	348.6	P	0.7
29253	1.323	54.04	P	1.323
26886	1.195	385	P	1.195
33706	0.933	"1,369"	P	0.933
14933	1.051	"4,876"	P	1.051
31660	0.685	158.2	P	0.685
7951	0.362	60.8	P	0.362
13744		3.995	A	0.577
11374	1.121	262	P	1.121
7670	1.223	"1,363"	P	1.223
12617	0.89	"6,949"	P	0.89
26987	1.616	"13,676"	P	1.616
1767	1.077	"6,240"	P	1.077
6322	0.588	329.1	P	0.588
4580	1.752	"23,280"	P	1.752
22081	0.788	"8,145"	P	0.788
5914	0.0127	681.7	P	0.0127
5530	0.38	"2,165"	P	0.38
24614	3.21	112.1	P	3.21
16231	0.624	34.15	P	0.624
32923	20.73	859.8	P	20.73
20694	1.319	51.25	P	1.319
13009	1.076	827.5	P	1.076
5524	1.003	"2,018"	P	1.003
6108	0.965	20.05	P	0.965
24606	1.187	241.7	P	1.187
1708	1.197	709.1	P	1.197
13604	0.612	120.2	P	0.612
31484		4.031	A	0.494
3321	0.504	18.83	P	0.504
19814	0.972	237.5	P	0.972
4626		3.984	A	0.48
6721	0.217	51.12	P	0.217
18939	0.56	194.9	P	0.56
10809	0.971	"3,632"	P	0.971
2668	2.939	107.4	P	2.939
21176	0.409	754.4	P	0.409
10836	1.274	"1,274"	P	1.274
18352	0.895	595	P	0.895
1811	0.771	150.9	P	0.771
9924	2.46	373.5	P	2.46
17752	0.635	"2,269"	P	0.635
14389	3.995	"102,792"	P	3.995
32513	0.956	187.4	P	0.956
3666		4.278	A	0.494
7041	1.135	"42,749"	P	1.135
532	0.882	"1,048"	P	0.882
9562	1.822	"6,878"	P	1.822
21326	0.649	"1,342"	P	0.649
25402	1.938	427.8	P	1.938
17774	0.853	"1,016"	P	0.853
36697	1.155	891.5	P	1.155
21992	1.088	"159,546"	P	1.088
2157		8.992	A	1.018
28383	1.364	161.6	P	1.364
1549	0.921	"2,501"	P	0.921
13027	0.538	25.68	P	0.538
4012	0.773	332	P	0.773
8399	0.323	162.2	P	0.323
97	0.967	565.3	P	0.967
1972		14.59	A	1.447
36659	2.493	19.59	P	2.493
3910	0.114	"1,445"	P	0.114
4088	0.995	"2,870"	P	0.995
20322	0.697	114.2	P	0.697
25575	0.926	165.8	P	0.926
4404		3.895	A	0.465
1508		10.82	A	1.176
31770	1.148	20.21	P	1.148
11585		3.732	A	0.386
24780		11.78	A	1.701
15222	1.382	280.9	P	1.382
16769	0.866	35.87	P	0.866
3437		6.84	A	0.705
9236	1.447	"5,544"	P	1.447
484	0.812	787.1	P	0.812
10808	0.44	23.75	P	0.44
9386	2.101	451.8	P	2.101
21955	0.662	241.6	P	0.662
11849	0.81	"3,843"	P	0.81
16877	1.176	"60,498"	P	1.176
2955	0.79	"3,195"	P	0.79
568	0.314	"8,199"	P	0.314
11429	0.995	"10,908"	P	0.995
18602	0.588	"1,537"	P	0.588
19399		8.241	A	1.056
13044	1.92	815.3	P	1.92
13254	0.593	51.02	P	0.593
14230	0.964	"2,318"	P	0.964
1628	1.47	"6,216"	P	1.47
18500	2.891	150.4	P	2.891
10348	0.946	"19,669"	P	0.946
12357	0.916	239.7	P	0.916
17413	1.581	193.5	P	1.581
11711	1.593	32.88	P	1.593
33514		4.467	A	0.244
7959	2.348	31.16	P	2.348
9105	1.468	442.4	P	1.468
9915	0.522	"3,583"	P	0.522
4603	0.783	958.9	P	0.783
27266	0.298	244.4	P	0.298
17389	4.423	"46,146"	P	4.423
7377	0.797	148.5	P	0.797
21323	0.875	43.64	P	0.875
4117	0.964	"6,007"	P	0.964
5284	0.86	"14,041"	P	0.86
17664		3.779	A	0.511
40176	1.594	48.71	P	1.594
30852	1.059	"17,714"	P	1.059
7502	0.782	"3,026"	P	0.782
9299		3.719	A	0.485
17905	1.616	124	P	1.616
13838	0.858	"12,008"	P	0.858
4573	0.627	146.9	P	0.627
23848	0.845	901.3	P	0.845
32627		14.7	A	1.456
2641	1.252	86.72	P	1.252
31702	1.178	45.05	P	1.178
10653	1.161	"21,149"	P	1.161
26682	0.882	"5,726"	P	0.882
15050	2.038	34.22	P	2.038
1888	3.009	"4,362"	P	3.009
11346	0.973	"8,962"	P	0.973
5600	0.822	"2,548"	P	0.822
21740	1.686	815.3	P	1.686
6851		5.924	A	0.0259
12599	0.67	"1,977"	P	0.67
8152	1.658	"1,364"	P	1.658
8584	0.98	915.2	P	0.98
2402	4.155	67.98	P	4.155
3096	0.826	"1,435"	P	0.826
1633	0.718	"1,420"	P	0.718
23152	2.237	"18,403"	P	2.237
37003	1.343	519.5	P	1.343
1853	0.894	"10,374"	P	0.894
37328		4.031	A	0.46
21516	1.288	"6,279"	P	1.288
8837	0.929	"20,436"	P	0.929
24669	1.211	304.6	P	1.211
5573	1.195	"104,329"	P	1.195
11843	1.423	"50,868"	P	1.423
16634	1.242	752.9	P	1.242
31836	1.079	"7,892"	P	1.079
8621	1.505	"6,182"	P	1.505
14182		3.429	A	0.474
8791	1.116	"1,012"	P	1.116
10922	0.694	72.42	P	0.694
14845	10.27	198.7	P	10.27
33891	0.892	"18,110"	P	0.892
14171	1.336	"7,296"	P	1.336
31973	1.061	"2,041"	P	1.061
27355		6.885	A	0.623
28206	0.679	290.6	P	0.679
9633	0.873	"4,386"	P	0.873
