Reporter Identifier	VALUE	RAW	FLAGS	UNF_VALUE
11674	1.065	"2,749"	P	1.065
4767	0.93	253.6	P	0.93
4931	1.178	"3,844"	P	1.178
16677	1.175	425.8	P	1.175
7570		4.46	A	1.508
3279	0.648	619.8	P	0.648
13498	1.19	"4,294"	P	1.19
8908	0.872	102.3	P	0.872
7015	1.321	"4,184"	P	1.321
29272		9.903	A	2.121
2270	0.902	"3,005"	P	0.902
21522	0.89	403.8	P	0.89
19884	0.998	"1,399"	P	0.998
12952		11.76	A	1.023
6091		4.47	A	0.849
22868	1.089	"2,466"	P	1.089
32089		4.69	A	1.564
27729		4.249	A	1.419
14700	0.974	"1,071"	P	0.974
11419		6.033	A	0.956
25840	1.088	43.54	P	1.088
30806	0.764	340.8	P	0.764
19859	1.05	"1,651"	P	1.05
142	0.9	52.32	P	0.9
9465	0.937	430.1	P	0.937
3440	0.746	995	P	0.746
9795	0.585	100.4	P	0.585
15990	1.051	"1,479"	P	1.051
27933	1.023	"1,907"	P	1.023
22099		14.23	A	0.671
5537	0.873	430.6	P	0.873
12075		4.614	A	1.575
28577	0.917	19.57	P	0.917
9324	1.513	533.8	P	1.513
15330		4.661	A	1.385
35234	0.812	"6,124"	P	0.812
443	1.128	"1,398"	P	1.128
2589	0.896	"1,628"	P	0.896
1180	1.098	"1,625"	P	1.098
16668	1.484	479.9	P	1.484
30329	1.099	"16,394"	P	1.099
6360	1.241	158.1	P	1.241
11324	1.362	215.2	P	1.362
25326	1.063	421.1	P	1.063
1879	0.93	136.7	P	0.93
18306	1.123	474.8	P	1.123
21726	1.195	"7,005"	P	1.195
25145	0.965	"4,081"	P	0.965
11150	1.077	"5,577"	P	1.077
32030		7.455	A	1.204
6786	1.24	"4,627"	P	1.24
7658	0.978	"14,654"	P	0.978
9128	0.549	21.19	P	0.549
10530	0.587	33.15	P	0.587
14212	1.033	"10,238"	P	1.033
12604		4.149	A	1.564
3821	1.271	"3,766"	P	1.271
21093	2.424	305.6	P	2.424
14820	0.66	363.8	P	0.66
16473		5.311	A	1.614
25444		14.15	A	1.08
3687	0.8	85.4	P	0.8
7402		18.71	A	1.054
9544		4.557	A	1.608
19971	1.395	"38,552"	P	1.395
20623	1.003	163.6	P	1.003
5970	1.172	"2,780"	P	1.172
298	0.94	50.98	P	0.94
5985	1.129	"1,720"	P	1.129
7955	1.119	"1,376"	P	1.119
21051	1.542	"17,345"	P	1.542
5984	0.906	"23,000"	P	0.906
22694	1.011	153.1	P	1.011
1952		21.39	A	1.18
32715	0.647	"4,084"	P	0.647
28185		15.64	A	0.895
24012	0.641	"4,462"	P	0.641
3070	0.849	90.85	P	0.849
5906	1.277	238.4	P	1.277
3212	0.603	104.9	P	0.603
10412	1.044	"2,623"	P	1.044
13051	0.708	71.73	P	0.708
37499	1.64	"134,759"	P	1.64
535		11	A	3.503
31386		4.616	A	1.58
1257	0.794	60.43	P	0.794
4191	1.259	25.02	P	1.259
6895	0.703	"61,794"	P	0.703
5576	1.092	"13,926"	P	1.092
26849	1.189	"12,601"	P	1.189
2862		12.3	A	0.87
8443		6.296	A	1.201
999	0.517	34.87	P	0.517
2420		5.985	A	1.063
26182	1.404	"4,366"	P	1.404
22669	1.322	26.94	P	1.322
20903	0.992	611.6	P	0.992
4438	0.716	583.4	P	0.716
35429	1.244	39.65	P	1.244
24752	1.405	672.7	P	1.405
2831	0.923	805.4	P	0.923
12280	0.761	488.9	P	0.761
29916	1.075	"4,955"	P	1.075
5596	0.903	"5,406"	P	0.903
3788	0.92	"6,070"	P	0.92
10959	1.121	"4,785"	P	1.121
14052	0.994	"3,482"	P	0.994
9439		4.994	A	1.033
25223	0.719	44.3	P	0.719
4288	1.763	376.8	P	1.763
3078	1.47	393.3	P	1.47
33760	1.03	"4,251"	P	1.03
4712	1.296	291.9	P	1.296
27583	1.326	240.7	P	1.326
2809	1.294	790.3	P	1.294
5843	0.637	38.96	P	0.637
6582	0.893	911.6	P	0.893
5648	0.819	326.3	P	0.819
24224	1.345	"4,596"	P	1.345
19383	0.602	465.5	P	0.602
2070	1.18	720.4	P	1.18
31257	1.323	"17,009"	P	1.323
31513		4.19	A	1.629
9564		4.739	A	0.634
3683	1.229	"1,583"	P	1.229
33676	0.886	967.7	P	0.886
22260	1.119	257.4	P	1.119
3647		11.58	A	0.991
15341		4.193	A	0.898
21411	1.756	18.7	P	1.756
17175	1.137	"1,892"	P	1.137
11371	0.841	215.5	P	0.841
4470	0.96	177.7	P	0.96
35267	1.192	"2,123"	P	1.192
4950	2.107	455.2	P	2.107
31116		5.166	A	1.6
5007	1.917	93.18	P	1.917
26966	1.399	537.3	P	1.399
4570	1.025	"1,149"	P	1.025
28356	1.071	620.8	P	1.071
5602	0.983	"2,075"	P	0.983
10139	0.995	386.9	P	0.995
31275	0.84	"1,142"	P	0.84
458	0.837	"10,405"	P	0.837
538	1.038	"8,462"	P	1.038
18924	0.976	367.6	P	0.976
14632	0.764	35.94	P	0.764
5983	1.074	"4,466"	P	1.074
21805	1.214	"3,706"	P	1.214
12272		8.216	A	1.711
12134	0.935	802.3	P	0.935
13078	1.161	873	P	1.161
10951	0.479	91.3	P	0.479
24061	0.805	64.1	P	0.805
15821	0.622	46.88	P	0.622
9137	1.024	555.6	P	1.024
9060	0.956	"9,979"	P	0.956
8510		4.521	A	1.254
7634	0.982	126.9	P	0.982
35289		4.697	A	0.903
17142	0.858	121.5	P	0.858
1691	0.671	40.42	P	0.671
3162	1.06	686.3	P	1.06
1311	1.298	"6,923"	P	1.298
6387	0.806	106.8	P	0.806
16534	0.913	"8,533"	P	0.913
7409	0.993	"1,296"	P	0.993
6389	0.97	"3,734"	P	0.97
4471	0.627	"1,217"	P	0.627
11473	1.082	75.06	P	1.082
4559	0.916	422.8	P	0.916
20116	1.116	"6,397"	P	1.116
23102	1.38	763	P	1.38
236	1.142	205.9	P	1.142
3031	1.52	145.8	P	1.52
4075	1.332	"4,097"	P	1.332
35768	1.15	"2,221"	P	1.15
1730	0.846	"6,151"	P	0.846
16764	0.893	"2,511"	P	0.893
18564	0.548	40.76	P	0.548
28399	0.971	631.3	P	0.971
2945	0.87	375.7	P	0.87
16718	0.868	"10,943"	P	0.868
4228		15.28	A	1.111
11016		6.732	A	0.698
26746	0.987	"1,138"	P	0.987
3790	0.831	292.2	P	0.831
17623	1.628	24.6	P	1.628
31571	0.814	91.43	P	0.814
9515	1.3	90.86	P	1.3
10210	0.744	34.6	P	0.744
20499		4.404	A	1.502
6058		5.359	A	1.697
10334	0.93	"3,017"	P	0.93
7286	1.355	"1,016"	P	1.355
10688	1.17	35.1	P	1.17
32473		15.5	A	0.725
20738	0.863	203.2	P	0.863
1370	1.473	287.3	P	1.473
3594	0.849	"7,154"	P	0.849
1964	0.84	194.6	P	0.84
8142	1.438	"1,777"	P	1.438
39263	0.909	"1,713"	P	0.909
18455		4.099	A	1.57
28348	1.121	226.5	P	1.121
7724	1.228	"2,120"	P	1.228
26612	1.152	945.5	P	1.152
13330	1.129	"2,783"	P	1.129
2824	0.563	85.22	P	0.563
20650	1.451	91.21	P	1.451
12286	1.106	"3,323"	P	1.106
27156	1.111	200.6	P	1.111
542	1.798	683.9	P	1.798
20066	0.762	587.7	P	0.762
28805		5.256	A	0.439
10799	1.117	181.1	P	1.117
28741	0.964	"18,603"	P	0.964
4079		5.52	A	1.172
38436	1.266	95.91	P	1.266
22802	0.491	556.5	P	0.491
1677		4.922	A	1.06
26117	0.995	"6,300"	P	0.995
19881	1.459	386.3	P	1.459
17196	1.074	"41,824"	P	1.074
6141	1.091	"4,341"	P	1.091
10254	0.963	210.1	P	0.963
37101	0.817	676.2	P	0.817
4010	1.274	142.8	P	1.274
22915	1.795	24.12	P	1.795
20178	0.966	213.9	P	0.966
8170	1.522	950.8	P	1.522
8544	3.308	414	P	3.308
17618	1.028	366.9	P	1.028
29526	1.141	"5,144"	P	1.141
18048	1.097	425.6	P	1.097
2241		5.295	A	1.501
35687	1.353	395.4	P	1.353
7613	1.011	"5,152"	P	1.011
7672	1.47	"1,954"	P	1.47
238	1.295	49.89	P	1.295
474	0.944	37.37	P	0.944
18400	0.954	130.3	P	0.954
4424		4.761	A	1.136
5046	0.956	"2,941"	P	0.956
16286	1.082	"4,856"	P	1.082
7820	1.158	207.3	P	1.158
5385		4.632	A	1.593
3003		5.156	A	1.596
29470	1.201	259.7	P	1.201
12099	1.196	986.6	P	1.196
19806	0.78	526.7	P	0.78
9868	0.89	692.5	P	0.89
13269	0.904	228.3	P	0.904
14910		4.276	A	1.606
25293	1.106	"5,345"	P	1.106
30794	1.912	43.29	P	1.912
33439	0.874	"2,424"	P	0.874
14095	1.185	"4,911"	P	1.185
9050	0.941	487.4	P	0.941
28077	1.125	782.4	P	1.125
37544		8.545	A	0.362
20460	1.079	"2,512"	P	1.079
3120	0.826	"2,367"	P	0.826
32497		17.75	A	0.875
1757		14.17	A	1.481
4565	1.077	468.6	P	1.077
5163	1.266	"3,613"	P	1.266
16499	1.071	67.19	P	1.071
16589	1.169	992.8	P	1.169
9716	1.068	"18,263"	P	1.068
16337	0.615	25.28	P	0.615
19769	1.284	794	P	1.284
15929	1.342	"1,985"	P	1.342
8211		6.291	A	0.696
8181	1.188	"1,814"	P	1.188
36113	1.12	"1,259"	P	1.12
16873	1.261	"1,917"	P	1.261
23224	0.986	845.9	P	0.986
156	0.588	"1,427"	P	0.588
25540	0.884	116.7	P	0.884
8738	1.77	338.3	P	1.77
6236	0.847	283.2	P	0.847
811		4.979	A	1.483
4685		4.581	A	1.535
2292	0.759	"1,067"	P	0.759
30837	1.159	"3,004"	P	1.159
14818	0.836	"2,146"	P	0.836
8714	1.011	77.7	P	1.011
9501	0.886	"2,335"	P	0.886
21804	5.911	21.96	P	5.911
1177		4.355	A	1.47
15428	0.845	334.5	P	0.845
521	0.712	649.6	P	0.712
15880	1.189	"4,224"	P	1.189
26420	0.228	183.4	P	0.228
26848	1.098	"1,250"	P	1.098
2156	0.9	117	P	0.9
7712		4.784	A	1.553
28789	0.809	"3,202"	P	0.809
17631		4.345	A	1.58
16491		12.94	A	0.547
8973	0.731	89.22	P	0.731
40873	1.104	130.5	P	1.104
265	1.061	403.3	P	1.061
9004	0.679	543.5	P	0.679
30054	1.152	42.47	P	1.152
23960	1.04	118.6	P	1.04
6262	1.092	40.41	P	1.092
15842	1.051	252.2	P	1.051
4315	1.028	"5,604"	P	1.028
11469		4.143	A	1.521
840	1.178	735.8	P	1.178
7477		4.863	A	1.565
8598	1.084	"4,429"	P	1.084
28850	1.114	"4,478"	P	1.114
3362	0.784	108.9	P	0.784
22585	1.429	994.4	P	1.429
19386	0.831	64.15	P	0.831
4419	1.111	"2,346"	P	1.111
885	0.385	"2,573"	P	0.385
6483	1.205	139.2	P	1.205
13284	1.125	922.2	P	1.125
12963	1.364	"1,823"	P	1.364
5945		4.53	A	1.438
7257	0.781	"4,755"	P	0.781
28096	0.884	472.9	P	0.884
10950		4.194	A	1.289
14931	1.373	121.8	P	1.373
4866		8.428	A	0.404
2362	0.964	"1,996"	P	0.964
7229	1.12	219.3	P	1.12
12948	0.742	157.5	P	0.742
31549	2.599	23.24	P	2.599
8234	0.699	57.19	P	0.699
11055	0.945	129.5	P	0.945
16099	0.975	343.7	P	0.975
4211	1.119	"3,442"	P	1.119
33887	1.257	631.4	P	1.257
5636	0.921	911.7	P	0.921
14011		6.897	A	0.953
7947	1.269	"5,007"	P	1.269
5004	1.024	"15,580"	P	1.024
34471		4.845	A	1.554
5507	1.045	"1,801"	P	1.045
2880	1.287	123.5	P	1.287
8287	0.872	"3,618"	P	0.872
1121	1.241	245.2	P	1.241
13236	1.151	548.5	P	1.151
35724		14.92	A	0.825
23020	1.268	"69,358"	P	1.268
20125	1.048	"1,297"	P	1.048
14823	1.165	770.8	P	1.165
23006	0.886	28.88	P	0.886
13189		13.55	A	0.817
11940	0.988	"2,191"	P	0.988
11244		9.18	A	3.045
13968	1.015	"9,375"	P	1.015
5216	0.956	"6,200"	P	0.956
9963	1.016	"8,485"	P	1.016
3386	1.076	42.33	P	1.076
29300	1.763	20.1	P	1.763
24928	0.973	29.22	P	0.973
32223	1.028	"2,051"	P	1.028
524	0.756	178.1	P	0.756
16088	0.903	"1,319"	P	0.903
718	1.206	"11,011"	P	1.206
19578	1.016	"14,031"	P	1.016
9866	1.372	66.8	P	1.372
395		4.886	A	1.357
15716		4.157	A	1.552
15547	1.141	"1,541"	P	1.141
9553	1.267	27.67	P	1.267
16940	1.033	"7,537"	P	1.033
21351	0.813	468.6	P	0.813
28919	1.045	277.7	P	1.045
13272	1.049	700.7	P	1.049
8158	1.039	78.38	P	1.039
17131		6.266	A	0.55
8790	0.881	155.3	P	0.881
26219	1.143	"2,329"	P	1.143
4708		5.172	A	1.592
13532	0.837	"1,263"	P	0.837
1068	1.083	36.03	P	1.083
10307	1.067	894.2	P	1.067
11981	0.796	24.79	P	0.796
3441		5.263	A	0.259
925	0.913	"1,211"	P	0.913
37048		12.75	A	0.655
15010	1.235	349.3	P	1.235
20568	0.655	47.69	P	0.655
20540	0.646	"1,012"	P	0.646
25479		4.015	A	1.586
942	0.95	"2,732"	P	0.95
12018		4.513	A	1.607
1770	0.889	82.59	P	0.889
4468	1.055	906.6	P	1.055
4001	1.311	"5,997"	P	1.311
14899	1.156	"4,797"	P	1.156
1063	1.617	884.1	P	1.617
17865	1.697	308.5	P	1.697
29253		11.95	A	0.801
26886	1.318	154.9	P	1.318
33706	0.919	491.9	P	0.919
14933	0.834	"1,411"	P	0.834
31660	0.835	70.45	P	0.835
7951	1.089	66.7	P	1.089
13744		4.318	A	1.709
11374	1.197	102.1	P	1.197
7670	0.875	355.9	P	0.875
12617	0.959	"2,732"	P	0.959
26987	1.146	"3,539"	P	1.146
1767	1.102	"2,331"	P	1.102
6322	0.937	191.4	P	0.937
4580	0.89	"4,314"	P	0.89
22081	1.038	"3,913"	P	1.038
5914	1.368	"26,736"	P	1.368
5530	1.413	"2,940"	P	1.413
24614		12.75	A	1
16231	1.444	28.86	P	1.444
32923	1.584	23.98	P	1.584
20694	3.309	46.94	P	3.309
13009	1.456	408.5	P	1.456
5524	0.995	730.5	P	0.995
6108		4.824	A	0.636
24606	0.917	68.12	P	0.917
1708	0.893	192.9	P	0.893
13604	1.074	77	P	1.074
31484		4.645	A	1.561
3321		10.32	A	0.756
19814	1.701	151.7	P	1.701
4626		4.724	A	1.559
6721	0.662	56.99	P	0.662
18939	0.83	105.5	P	0.83
10809	1.008	"1,376"	P	1.008
2668		5.446	A	0.408
21176	0.931	627	P	0.931
10836	0.872	318.1	P	0.872
18352	0.9	218.4	P	0.9
1811	1.516	108.3	P	1.516
9924	0.906	50.2	P	0.906
17752	1.17	"1,526"	P	1.17
14389	1.345	"12,625"	P	1.345
32513	1.242	88.89	P	1.242
3666		4.929	A	1.56
7041	1.238	"17,023"	P	1.238
532	0.746	323.5	P	0.746
9562	1.126	"1,551"	P	1.126
21326	0.935	706.1	P	0.935
25402	0.995	80.17	P	0.995
17774	0.84	365.1	P	0.84
36697	0.692	195	P	0.692
21992	1.293	"69,196"	P	1.293
2157		4.765	A	1.478
28383	1.642	70.99	P	1.642
1549	1.147	"1,137"	P	1.147
13027	1.666	29.01	P	1.666
4012	1.148	179.9	P	1.148
8399	3.21	588.3	P	3.21
97	1.015	216.5	P	1.015
1972		11.96	A	3.252
36659		5.045	A	1.759
3910	0.541	"2,494"	P	0.541
4088	0.703	740.1	P	0.703
20322	1.059	63.33	P	1.059
25575	0.826	53.99	P	0.826
4404		4.65	A	1.521
1508		6.178	A	1.84
31770		6.91	A	1.075
11585		5.246	A	1.488
24780		3.827	A	1.514
15222	1.019	75.57	P	1.019
16769		9.815	A	0.65
3437		5.331	A	1.505
9236	1.083	"1,514"	P	1.083
484	1.123	397.1	P	1.123
10808		13.46	A	0.684
9386	0.67	52.56	P	0.67
21955	1.015	135.2	P	1.015
11849	1.031	"1,786"	P	1.031
16877	1.036	"19,442"	P	1.036
2955	1.783	"2,631"	P	1.783
568	1.032	"9,822"	P	1.032
11429	0.785	"3,140"	P	0.785
18602	0.786	749.7	P	0.786
19399		4.834	A	1.698
13044	0.826	128	P	0.826
13254		18.85	A	0.6
14230	0.761	667.9	P	0.761
1628	0.607	936.4	P	0.607
18500	1.368	25.97	P	1.368
10348	1.049	"7,957"	P	1.049
12357	0.807	77.04	P	0.807
17413	1.35	60.32	P	1.35
11711		4.584	A	0.608
33514		5.247	A	0.785
7959		5.329	A	1.1
9105	1.095	120.5	P	1.095
9915	0.983	"2,461"	P	0.983
4603	1.358	607	P	1.358
27266	0.91	272.1	P	0.91
17389	1.297	"4,937"	P	1.297
7377	1.053	71.56	P	1.053
21323		17.53	A	0.964
4117	1.085	"2,468"	P	1.085
5284	1.238	"7,374"	P	1.238
17664	9.824	26.54	P	9.824
40176		10.58	A	0.949
30852	1.188	"7,251"	P	1.188
7502	1.071	"1,512"	P	1.071
9299		4.366	A	1.56
17905	1.071	30	P	1.071
13838	1.1	"5,614"	P	1.1
4573	1.592	136.2	P	1.592
23848	1.012	393.8	P	1.012
32627		4.96	A	1.346
2641		24.06	A	0.952
31702		14.23	A	1.02
10653	1.119	"7,439"	P	1.119
26682	1.147	"2,718"	P	1.147
15050		5.247	A	0.856
1888	0.507	268.4	P	0.507
11346	0.97	"3,259"	P	0.97
5600	1.162	"1,315"	P	1.162
21740	0.755	133.1	P	0.755
6851	0.646	53.8	P	0.646
12599	0.798	859.4	P	0.798
8152	0.856	257.1	P	0.856
8584	0.897	305.6	P	0.897
2402		5.3	A	0.888
3096	1.08	684.9	P	1.08
1633	1.247	899.8	P	1.247
23152	0.673	"2,021"	P	0.673
37003	0.937	132.2	P	0.937
1853	0.974	"4,123"	P	0.974
37328		4.89	A	1.53
21516	1.058	"1,882"	P	1.058
8837	0.997	"8,009"	P	0.997
24669	1.184	108.7	P	1.184
5573	1.126	"35,876"	P	1.126
11843	0.796	"10,380"	P	0.796
16634	0.939	207.8	P	0.939
31836	1.1	"2,936"	P	1.1
8621	1.314	"1,970"	P	1.314
14182		4.008	A	1.518
8791	1.083	358.5	P	1.083
10922	0.618	23.55	P	0.618
14845		5.576	A	0.79
33891	0.814	"6,033"	P	0.814
14171	0.692	"1,379"	P	0.692
31973	0.959	673.4	P	0.959
27355		3.883	A	0.963
28206	0.759	118.6	P	0.759
9633	1.156	"2,120"	P	1.156
6240		4.622	A	0.913
1481	2.195	28.19	P	2.195
627	0.809	"5,364"	P	0.809
13491	0.626	"1,018"	P	0.626
12851	1.023	"1,956"	P	1.023
1348	1.295	220.6	P	1.295
16810	0.765	"7,542"	P	0.765
2899		4.503	A	1.464
22593	1.045	"1,505"	P	1.045
18689		7.301	A	0.479
26262	1.298	341.8	P	1.298
12525	1.089	"2,245"	P	1.089
9009	1.09	186.5	P	1.09
13302	1.115	407	P	1.115
13143	0.828	"1,513"	P	0.828
36073	1.033	22.86	P	1.033
25776	1.098	"3,536"	P	1.098
15606	1.208	150.9	P	1.208
3509		5.899	A	1.746
10797	1.179	27.12	P	1.179
15017	1.242	482.8	P	1.242
32211	1.207	"4,444"	P	1.207
22391	1.501	72.99	P	1.501
14955	1.122	893.3	P	1.122
26016	1.078	357.9	P	1.078
23814	1.17	733.3	P	1.17
22801	0.839	97.33	P	0.839
13136		9.155	A	1.729
3962	1.051	650.1	P	1.051
