Reporter Identifier	VALUE	RAW	FLAGS	UNF_VALUE
13687	0.934	"2,762"	P	0.934
4846	1.82	"1,482"	P	1.82
29521	0.691	240.1	P	0.691
18813	0.903	"4,384"	P	0.903
2724	0.954	642.4	P	0.954
1198	0.989	"1,273"	P	0.989
5207	1.418	81.85	P	1.418
2372	0.892	"2,168"	P	0.892
3084	1.102	"4,113"	P	1.102
26222	0.849	"2,959"	P	0.849
5233	1.437	"25,131"	P	1.437
32326	1.294	"93,892"	P	1.294
3329	0.921	"1,249"	P	0.921
28015	0.816	189.5	P	0.816
14307	0.272	476.7	P	0.272
21201		4.93	A	0.572
7684	0.63	"3,984"	P	0.63
28979	1.188	886.6	P	1.188
13730	1.376	146.2	P	1.376
5487	1.819	"3,503"	P	1.819
28394	0.503	877.1	P	0.503
36736		6.135	A	0.785
10699	2.545	211.3	P	2.545
22104	0.796	564.4	P	0.796
7980	1.919	343.3	P	1.919
4444	1.751	"1,241"	P	1.751
10166	1.384	"15,307"	P	1.384
11674	1.253	"8,379"	P	1.253
4767	3.316	"2,343"	P	3.316
4931	0.948	"8,009"	P	0.948
16677	0.881	826.7	P	0.881
7570		5.702	A	0.744
3279	0.597	"1,478"	P	0.597
13498	0.732	"6,842"	P	0.732
8908	0.688	209.1	P	0.688
7015	1.192	"9,785"	P	1.192
29272	2.561	30.98	P	2.561
2270	1.403	"12,111"	P	1.403
21522	1.36	"1,599"	P	1.36
19884	0.753	"2,736"	P	0.753
12952	0.985	29.32	P	0.985
6091		6.246	A	0.458
22868	1.179	"6,921"	P	1.179
32089		6.297	A	0.811
27729		5.228	A	0.674
14700	0.798	"2,274"	P	0.798
11419		12.31	A	0.753
25840	0.704	72.99	P	0.704
30806	2.379	"2,749"	P	2.379
19859	0.85	"3,464"	P	0.85
142	0.976	147.1	P	0.976
9465	1.026	"1,220"	P	1.026
3440	0.861	"2,975"	P	0.861
9795	1.282	569.9	P	1.282
15990	1.141	"4,162"	P	1.141
27933	0.914	"4,414"	P	0.914
22099	0.738	40.55	P	0.738
5537	1.396	"1,784"	P	1.396
12075		5.632	A	0.742
28577	1.354	74.88	P	1.354
9324	0.928	848.9	P	0.928
15330	3.874	33.77	P	3.874
35234	2.137	"41,750"	P	2.137
443	1.069	"3,435"	P	1.069
2589	0.543	"2,557"	P	0.543
1180	1.061	"4,068"	P	1.061
16668	0.94	788	P	0.94
30329	0.862	"33,327"	P	0.862
6360	0.909	300.1	P	0.909
11324	1.073	439.5	P	1.073
25326	1.271	"1,305"	P	1.271
1879	0.931	354.4	P	0.931
18306	1.101	"1,206"	P	1.101
21726	0.817	"12,411"	P	0.817
25145	1.384	"15,168"	P	1.384
11150	1.253	"16,809"	P	1.253
32030		6.083	A	0.379
6786	1.525	"14,746"	P	1.525
7658	0.734	"28,511"	P	0.734
9128	1.496	149.7	P	1.496
10530	0.729	106.7	P	0.729
14212	0.295	"7,577"	P	0.295
12604		5.07	A	0.738
3821	1.208	"9,274"	P	1.208
21093	1.249	407.9	P	1.249
14820	1.017	"1,451"	P	1.017
16473		4.896	A	0.574
25444	1.518	51.54	P	1.518
3687	0.978	270.5	P	0.978
7402	1.007	46.33	P	1.007
9544		11.51	A	1.567
19971	0.908	"65,021"	P	0.908
20623	0.773	326.4	P	0.773
5970	0.834	"5,126"	P	0.834
298	0.613	86.13	P	0.613
5985	0.891	"3,516"	P	0.891
7955	1.252	"3,986"	P	1.252
21051	0.682	"19,872"	P	0.682
5984	1.168	"76,860"	P	1.168
22694	1.025	401.9	P	1.025
1952	0.986	46.3	P	0.986
32715	0.834	"13,632"	P	0.834
28185	0.901	40.82	P	0.901
24012	1.69	"30,491"	P	1.69
3070	1.674	463.9	P	1.674
5906	2.087	"1,009"	P	2.087
3212	1.622	730.4	P	1.622
10412	1.182	"7,695"	P	1.182
13051	1.065	279.6	P	1.065
37499	0.8	"170,426"	P	0.8
535		6.571	A	0.807
31386		5.948	A	0.786
1257	1.404	276.8	P	1.404
4191	1.283	66.08	P	1.283
6895	1.042	"237,360"	P	1.042
5576	1.03	"34,029"	P	1.03
26849	0.876	"24,039"	P	0.876
2862	1.838	67.33	P	1.838
8443		12.4	A	0.913
999	1.061	185.4	P	1.061
2420		13.27	A	0.91
26182	0.832	"6,705"	P	0.832
22669	1.879	99.23	P	1.879
20903	0.757	"1,209"	P	0.757
4438	0.789	"1,664"	P	0.789
35429	1.286	106.2	P	1.286
24752	0.905	"1,123"	P	0.905
2831	0.663	"1,498"	P	0.663
12280	1.032	"1,718"	P	1.032
29916	1.046	"12,495"	P	1.046
5596	0.921	"14,277"	P	0.921
3788	0.752	"12,853"	P	0.752
10959	1.062	"11,742"	P	1.062
14052	1.111	"10,087"	P	1.111
9439		24.89	A	1.987
25223	0.862	137.7	P	0.862
4288	1.064	589.6	P	1.064
3078	1.053	730	P	1.053
33760	1.22	"13,043"	P	1.22
4712	0.844	492.4	P	0.844
27583	0.876	412	P	0.876
2809	0.982	"1,554"	P	0.982
5843	0.963	152.6	P	0.963
6582	0.705	"1,865"	P	0.705
5648	1.235	"1,275"	P	1.235
24224	1.303	"11,542"	P	1.303
19383	1.528	"3,062"	P	1.528
2070	1.117	"1,768"	P	1.117
31257	1.65	"54,936"	P	1.65
31513		5.122	A	0.769
9564		11.2	A	0.578
3683	1.083	"3,614"	P	1.083
33676	1.838	"5,200"	P	1.838
22260	0.483	288.1	P	0.483
3647	1.358	41.09	P	1.358
15341		5.08	A	0.42
21411	0.888	24.52	P	0.888
17175	0.794	"3,422"	P	0.794
11371	1.482	983.4	P	1.482
4470	2.005	961.7	P	2.005
35267	1.101	"5,081"	P	1.101
4950	1.012	566.2	P	1.012
31116		6.193	A	0.74
5007	0.999	125.8	P	0.999
26966	0.816	811.5	P	0.816
4570	0.697	"2,023"	P	0.697
28356	0.993	"1,491"	P	0.993
5602	0.716	"3,915"	P	0.716
10139	0.798	804.5	P	0.798
31275	0.728	"2,564"	P	0.728
458	1.213	"39,090"	P	1.213
538	0.885	"18,710"	P	0.885
18924	1.211	"1,182"	P	1.211
14632	2.259	275.2	P	2.259
5983	1.047	"11,287"	P	1.047
21805	1.052	"8,320"	P	1.052
12272		14.48	A	1.164
12134	0.862	"1,917"	P	0.862
13078	0.859	"1,674"	P	0.859
10951	1.116	551.1	P	1.116
24061	0.778	160.5	P	0.778
15821	1.038	202.6	P	1.038
9137	1.697	"2,386"	P	1.697
9060	0.974	"26,340"	P	0.974
8510		5.673	A	0.607
7634	1.939	649.4	P	1.939
35289		14.84	A	1.102
17142	0.749	274.8	P	0.749
1691	0.553	86.32	P	0.553
3162	0.438	734.3	P	0.438
1311	1.322	"18,265"	P	1.322
6387	1.719	589.9	P	1.719
16534	1.01	"24,450"	P	1.01
7409	1.226	"4,149"	P	1.226
6389	0.548	"5,465"	P	0.548
4471	0.897	"4,515"	P	0.897
11473	1.016	182.6	P	1.016
4559	0.742	887.8	P	0.742
20116	0.932	"13,849"	P	0.932
23102	0.944	"1,353"	P	0.944
236	0.7	326.8	P	0.7
3031	0.813	202.1	P	0.813
4075	0.947	"7,549"	P	0.947
35768	0.868	"4,342"	P	0.868
1730	0.834	"15,709"	P	0.834
16764	1.269	"9,246"	P	1.269
18564	1.202	231.7	P	1.202
28399	1.109	"1,867"	P	1.109
2945	1.057	"1,182"	P	1.057
16718	0.919	"30,045"	P	0.919
4228	1.185	42.21	P	1.185
11016	1.211	30.25	P	1.211
26746	0.551	"1,644"	P	0.551
3790	1.066	971.4	P	1.066
17623	1.014	39.7	P	1.014
31571	0.791	230.4	P	0.791
9515	0.576	104.3	P	0.576
10210	1.943	233.9	P	1.943
20499		5.411	A	0.712
6058		5.912	A	0.723
10334	1.107	"9,303"	P	1.107
7286	1.268	"2,462"	P	1.268
10688	1.225	95.21	P	1.225
32473	0.889	49.24	P	0.889
20738	2.464	"1,504"	P	2.464
1370	1.198	605.5	P	1.198
3594	1.198	"26,165"	P	1.198
1964	0.876	525.7	P	0.876
8142	0.8	"2,563"	P	0.8
39263	0.952	"4,648"	P	0.952
18455		5.135	A	0.759
28348	1.028	537.7	P	1.028
7724	1.275	"5,702"	P	1.275
26612	1.075	"2,286"	P	1.075
13330	0.956	"6,109"	P	0.956
2824	1.063	416.8	P	1.063
20650	1.436	233.8	P	1.436
12286	0.927	"7,219"	P	0.927
27156	0.747	349.7	P	0.747
542	0.601	591.8	P	0.601
20066	1.007	"2,013"	P	1.007
28805	0.846	26.24	P	0.846
10799	1.803	756.9	P	1.803
28741	0.913	"45,649"	P	0.913
4079		18.46	A	1.512
38436	1.468	288.1	P	1.468
22802	0.955	"2,805"	P	0.955
1677		9.337	A	0.776
26117	0.929	"15,242"	P	0.929
19881	0.46	315.8	P	0.46
17196	0.96	"96,878"	P	0.96
6141	1.1	"11,342"	P	1.1
10254	0.999	564.7	P	0.999
37101	1.073	"2,303"	P	1.073
4010	1.704	494.7	P	1.704
22915	0.888	30.93	P	0.888
20178	2.072	"1,188"	P	2.072
8170	0.651	"1,054"	P	0.651
8544	0.84	272.2	P	0.84
17618	1.275	"1,179"	P	1.275
29526	1.155	"13,495"	P	1.155
18048	0.965	970.2	P	0.965
2241		6.781	A	0.742
35687	1.508	"1,142"	P	1.508
7613	1.369	"18,084"	P	1.369
7672	1.123	"3,867"	P	1.123
238	2.521	251.7	P	2.521
474	1.578	161.8	P	1.578
18400	1.905	674.4	P	1.905
4424		20.03	A	1.844
5046	0.766	"6,098"	P	0.766
16286	0.975	"11,332"	P	0.975
7820	1.371	636	P	1.371
5385		5.626	A	0.747
3003		6.43	A	0.768
29470	0.838	469.5	P	0.838
12099	1.032	"2,206"	P	1.032
19806	0.686	"1,199"	P	0.686
9868	0.802	"1,617"	P	0.802
13269	0.697	456.3	P	0.697
14910		5.185	A	0.752
25293	0.912	"11,424"	P	0.912
30794	1.059	62.15	P	1.059
33439	0.916	"6,586"	P	0.916
14095	1.052	"11,303"	P	1.052
9050	1.543	"2,072"	P	1.543
28077	1.34	"2,415"	P	1.34
37544	0.738	45.11	P	0.738
20460	1.043	"6,297"	P	1.043
3120	0.974	"7,227"	P	0.974
32497	0.634	33.33	P	0.634
1757	2.029	50.28	P	2.029
4565	1.19	"1,341"	P	1.19
5163	0.975	"7,208"	P	0.975
16499	1.447	235.1	P	1.447
16589	0.941	"2,071"	P	0.941
9716	0.537	"23,779"	P	0.537
16337	1.099	117.1	P	1.099
19769	1.362	"2,183"	P	1.362
15929	0.581	"2,227"	P	0.581
8211	1.167	27.33	P	1.167
8181	0.788	"3,116"	P	0.788
36113	0.81	"2,362"	P	0.81
16873	0.984	"3,874"	P	0.984
23224	1.02	"2,266"	P	1.02
156	1.169	"7,350"	P	1.169
25540	1.73	591.6	P	1.73
8738	0.791	391.8	P	0.791
6236	0.921	797.7	P	0.921
811		6.631	A	0.762
4685		7.773	A	1.005
2292	1.146	"4,175"	P	1.146
30837	1.09	"7,320"	P	1.09
14818	0.957	"6,359"	P	0.957
8714	1.528	304.4	P	1.528
9501	2.434	"16,618"	P	2.434
21804		7.905	A	0.821
1177		5.85	A	0.762
15428	1.067	"1,095"	P	1.067
521	1.239	"2,931"	P	1.239
15880	1.186	"10,907"	P	1.186
26420	0.585	"1,217"	P	0.585
26848	1.2	"3,538"	P	1.2
2156	1.765	594.8	P	1.765
7712		5.528	A	0.693
28789	0.924	"9,472"	P	0.924
17631		5.406	A	0.759
16491	0.815	49.95	P	0.815
8973	0.639	202.2	P	0.639
40873	0.239	73.29	P	0.239
265	2.187	"2,154"	P	2.187
9004	0.978	"2,027"	P	0.978
30054	0.647	61.81	P	0.647
23960	1.623	479.6	P	1.623
6262	0.876	83.98	P	0.876
15842	0.793	493.6	P	0.793
4315	0.816	"11,517"	P	0.816
11469	6.29	44.4	P	6.29
840	0.89	"1,441"	P	0.89
7477		5.855	A	0.727
8598	1.459	"15,440"	P	1.459
28850	0.987	"10,278"	P	0.987
3362	2.69	967.8	P	2.69
22585	1.082	"1,951"	P	1.082
19386	2.299	459.9	P	2.299
4419	0.993	"5,436"	P	0.993
885	0.774	"13,391"	P	0.774
6483	1.064	318.4	P	1.064
13284	1.45	"3,079"	P	1.45
12963	1.152	"3,991"	P	1.152
5945		5.729	A	0.702
7257	0.864	"13,625"	P	0.864
28096	2.021	"2,802"	P	2.021
10950		7.434	A	0.882
14931	1.098	252.3	P	1.098
4866	0.617	33.36	P	0.617
2362	1.101	"5,905"	P	1.101
7229	1.14	578.5	P	1.14
12948	1.212	665.8	P	1.212
31549	1.292	29.93	P	1.292
8234	0.88	186.6	P	0.88
11055	0.792	281.5	P	0.792
16099	0.78	711.7	P	0.78
4211	0.609	"4,855"	P	0.609
33887	0.876	"1,140"	P	0.876
5636	1.083	"2,776"	P	1.083
14011	2.56	47.98	P	2.56
7947	0.824	"8,427"	P	0.824
5004	0.983	"38,747"	P	0.983
34471		6.591	A	0.816
5507	1.333	"5,957"	P	1.333
2880	1.648	409.7	P	1.648
8287	0.868	"9,335"	P	0.868
1121	1.087	556.1	P	1.087
13236	0.916	"1,131"	P	0.916
35724	0.781	36.6	P	0.781
23020	0.864	"122,493"	P	0.864
20125	0.792	"2,540"	P	0.792
14823	1.455	"2,494"	P	1.455
23006	1.804	152.3	P	1.804
13189	1.401	60.21	P	1.401
11940	1.002	"5,760"	P	1.002
11244		7.13	A	0.913
13968	1.026	"24,560"	P	1.026
5216	0.835	"14,029"	P	0.835
9963	1.431	"30,978"	P	1.431
3386	1.45	147.8	P	1.45
29300	1.096	32.37	P	1.096
24928	2.624	204.2	P	2.624
32223	1.029	"5,318"	P	1.029
524	0.85	518.8	P	0.85
16088	0.588	"2,224"	P	0.588
718	0.854	"20,203"	P	0.854
19578	0.642	"22,953"	P	0.642
9866	1.517	191.3	P	1.517
395		11.18	A	1.198
15716		8.666	A	1.249
15547	0.702	"2,456"	P	0.702
9553	1.634	92.45	P	1.634
16940	0.733	"13,850"	P	0.733
21351	0.812	"1,213"	P	0.812
28919	0.642	442.1	P	0.642
13272	1.048	"1,813"	P	1.048
8158	0.871	170.3	P	0.871
17131	3.302	97.44	P	3.302
8790	0.966	440.9	P	0.966
26219	1.014	"5,354"	P	1.014
4708		6.386	A	0.759
13532	0.689	"2,694"	P	0.689
1068	2.077	178.9	P	2.077
10307	1.377	"2,990"	P	1.377
11981	0.938	75.63	P	0.938
3441	1.803	95.06	P	1.803
925	1.061	"3,645"	P	1.061
37048	1.909	96.26	P	1.909
15010	0.548	401.4	P	0.548
20568	0.874	165	P	0.874
20540	1.985	"8,057"	P	1.985
25479		5.001	A	0.763
942	1.419	"10,571"	P	1.419
12018		5.337	A	0.733
1770	1.135	273.2	P	1.135
4468	0.874	"1,946"	P	0.874
4001	0.825	"9,777"	P	0.825
14899	0.977	"10,502"	P	0.977
1063	0.648	917.6	P	0.648
17865	0.893	420.6	P	0.893
29253	0.941	36.34	P	0.941
26886	1.163	354.3	P	1.163
33706	0.712	988	P	0.712
14933	0.694	"3,044"	P	0.694
31660	1.411	308.3	P	1.411
7951	0.47	74.67	P	0.47
13744		11.89	A	1.817
11374	1.872	413.7	P	1.872
7670	1.171	"1,233"	P	1.171
12617	1.323	"9,770"	P	1.323
26987	0.84	"6,719"	P	0.84
1767	1.281	"7,019"	P	1.281
6322	0.539	285.3	P	0.539
4580	1.272	"15,972"	P	1.272
22081	1.116	"10,906"	P	1.116
5914	0.0187	947.9	P	0.0187
5530	0.939	"5,065"	P	0.939
24614	0.992	32.77	P	0.992
16231	1.316	68.15	P	1.316
32923	4.302	168.7	P	4.302
20694	0.661	24.3	P	0.661
13009	1.082	786.6	P	1.082
5524	0.733	"1,395"	P	0.733
6108	1.998	39.25	P	1.998
24606	0.977	188	P	0.977
1708	1.065	596.5	P	1.065
13604	0.794	147.5	P	0.794
31484		5.993	A	0.777
3321		12.15	A	0.344
19814	1.424	329.1	P	1.424
4626		5.77	A	0.735
6721	1.358	302.7	P	1.358
18939	1.539	506.8	P	1.539
10809	1.745	"6,171"	P	1.745
2668	1.821	62.9	P	1.821
21176	1.76	"3,072"	P	1.76
10836	1.025	968.8	P	1.025
18352	0.693	436	P	0.693
1811	0.705	130.5	P	0.705
9924	1.007	144.5	P	1.007
17752	0.5	"1,691"	P	0.5
14389	1.474	"35,849"	P	1.474
32513	1.5	278.1	P	1.5
3666		6.357	A	0.777
7041	0.768	"27,355"	P	0.768
532	0.849	954	P	0.849
9562	1.242	"4,432"	P	1.242
21326	0.69	"1,348"	P	0.69
25402	1.015	211.8	P	1.015
17774	0.833	938.3	P	0.833
36697	0.872	636.7	P	0.872
21992	1.009	"139,926"	P	1.009
2157		6.208	A	0.743
28383	0.851	95.3	P	0.851
1549	0.958	"2,459"	P	0.958
13027	1.407	63.46	P	1.407
4012	0.902	366.1	P	0.902
8399	0.307	146	P	0.307
97	1.52	840	P	1.52
1972		6.926	A	0.727
36659		5.527	A	0.744
3910	0.569	"6,802"	P	0.569
4088	0.798	"2,177"	P	0.798
20322	1.018	157.8	P	1.018
25575	1.141	193.2	P	1.141
4404		5.654	A	0.714
1508		11.01	A	1.266
31770	2.663	44.33	P	2.663
11585		5.297	A	0.58
24780		11.77	A	1.798
15222	1.731	332.8	P	1.731
16769		20.12	A	0.514
3437		6.804	A	0.741
9236	0.949	"3,438"	P	0.949
484	0.836	766.3	P	0.836
10808		20.25	A	0.397
9386	1.623	329.9	P	1.623
21955	0.665	229.2	P	0.665
11849	1.147	"5,145"	P	1.147
16877	0.936	"45,531"	P	0.936
2955	1.116	"4,269"	P	1.116
568	1.557	"38,398"	P	1.557
11429	0.825	"8,552"	P	0.825
18602	0.793	"1,961"	P	0.793
19399		7.581	A	1.028
13044	1.134	455.2	P	1.134
13254	1.812	147.5	P	1.812
14230	0.997	"2,266"	P	0.997
1628	0.989	"3,954"	P	0.989
18500	1.385	68.11	P	1.385
10348	0.801	"15,739"	P	0.801
12357	1.191	294.7	P	1.191
17413	0.839	97.08	P	0.839
11711		9.36	A	0.48
33514		8.003	A	0.462
7959		9.274	A	0.739
9105	1.676	477.8	P	1.676
9915	1.483	"9,621"	P	1.483
4603	0.844	977.6	P	0.844
27266	1.553	"1,203"	P	1.553
17389	1.506	"14,855"	P	1.506
7377	1.209	212.9	P	1.209
21323	1.192	56.17	P	1.192
4117	1.166	"6,869"	P	1.166
5284	1.114	"17,186"	P	1.114
17664		5.157	A	0.737
40176	3.17	91.6	P	3.17
30852	0.891	"14,087"	P	0.891
7502	1.08	"3,949"	P	1.08
9299		5.315	A	0.733
17905	1.058	76.81	P	1.058
13838	0.668	"8,829"	P	0.668
4573	0.577	127.8	P	0.577
23848	1.32	"1,331"	P	1.32
32627		19.22	A	2.013
2641	1.504	98.5	P	1.504
31702	0.98	35.43	P	0.98
10653	1.02	"17,568"	P	1.02
26682	0.971	"5,965"	P	0.971
15050	3.73	59.22	P	3.73
1888	3.224	"4,419"	P	3.224
11346	1.124	"9,791"	P	1.124
5600	1.461	"4,284"	P	1.461
21740	1.095	500.6	P	1.095
6851	0.799	172.4	P	0.799
12599	0.74	"2,065"	P	0.74
8152	1.064	827.8	P	1.064
8584	0.689	608.5	P	0.689
2402		7.637	A	0.494
3096	0.824	"1,353"	P	0.824
1633	1.195	"2,234"	P	1.195
23152	2.63	"20,455"	P	2.63
37003	0.8	292.5	P	0.8
1853	0.731	"8,024"	P	0.731
37328		6.46	A	0.78
21516	1.042	"4,802"	P	1.042
8837	0.911	"18,956"	P	0.911
24669	1.073	255	P	1.073
5573	1.043	"86,135"	P	1.043
11843	0.96	"32,441"	P	0.96
16634	0.895	513	P	0.895
31836	1.045	"7,225"	P	1.045
8621	0.69	"2,681"	P	0.69
14182		4.888	A	0.715
8791	0.908	778.4	P	0.908
10922	0.926	91.38	P	0.926
14845	4.396	80.38	P	4.396
33891	1.186	"22,756"	P	1.186
14171	1.116	"5,762"	P	1.116
31973	0.778	"1,414"	P	0.778
27355		14.22	A	1.361
28206	1.054	426.8	P	1.054
9633	0.824	"3,916"	P	0.824
6240		5.425	A	0.414
1481		15.94	A	0.479
627	1.019	"17,504"	P	1.019
13491	0.974	"4,103"	P	0.974
